"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"11/22/2020","11/19/2020","Actual","ALB",41,18,36,17
"11/22/2020","11/19/2020","Actual","ART",56,28,43,25
"11/22/2020","11/19/2020","Actual","BGM",45,22,36,20
"11/22/2020","11/19/2020","Actual","BUF",62,34,46,30
"11/22/2020","11/19/2020","Actual","ELM",54,20,42,19
"11/22/2020","11/19/2020","Actual","ELZ",56,27,42,25
"11/22/2020","11/19/2020","Actual","FOK",50,16,46,15
"11/22/2020","11/19/2020","Actual","FRG",49,25,42,22
"11/22/2020","11/19/2020","Actual","GFL",42,15,34,14
"11/22/2020","11/19/2020","Actual","HPN",45,23,37,20
"11/22/2020","11/19/2020","Actual","IAG",60,34,47,31
"11/22/2020","11/19/2020","Actual","ISP",48,23,42,21
"11/22/2020","11/19/2020","Actual","ITH",46,20,38,19
"11/22/2020","11/19/2020","Actual","JFK",48,29,40,24
"11/22/2020","11/19/2020","Actual","LGA",50,33,39,27
"11/22/2020","11/19/2020","Actual","MSS",51,19,40,17
"11/22/2020","11/19/2020","Actual","MSV",43,15,35,14
"11/22/2020","11/19/2020","Actual","NYC",48,30,39,25
"11/22/2020","11/19/2020","Actual","PLB",39,16,33,14
"11/22/2020","11/19/2020","Actual","POU",46,19,37,18
"11/22/2020","11/19/2020","Actual","ROC",61,29,46,27
"11/22/2020","11/19/2020","Actual","SLK",46,10,37,9
"11/22/2020","11/19/2020","Actual","SWF",45,23,37,21
"11/22/2020","11/19/2020","Actual","SYR",55,26,42,24
"11/22/2020","11/19/2020","Actual","UCA",48,20,39,19
"11/22/2020","11/20/2020","Actual","ALB",56,41,45,36
"11/22/2020","11/20/2020","Actual","ART",63,51,48,43
"11/22/2020","11/20/2020","Actual","BGM",60,40,47,34
"11/22/2020","11/20/2020","Actual","BUF",61,53,48,46
"11/22/2020","11/20/2020","Actual","ELM",69,38,50,35
"11/22/2020","11/20/2020","Actual","ELZ",59,48,46,40
"11/22/2020","11/20/2020","Actual","FOK",57,49,51,44
"11/22/2020","11/20/2020","Actual","FRG",60,48,51,41
"11/22/2020","11/20/2020","Actual","GFL",53,32,44,29
"11/22/2020","11/20/2020","Actual","HPN",59,42,47,37
"11/22/2020","11/20/2020","Actual","IAG",59,51,48,45
"11/22/2020","11/20/2020","Actual","ISP",58,48,51,42
"11/22/2020","11/20/2020","Actual","ITH",65,46,50,38
"11/22/2020","11/20/2020","Actual","JFK",59,45,51,39
"11/22/2020","11/20/2020","Actual","LGA",64,47,49,40
"11/22/2020","11/20/2020","Actual","MSS",61,51,48,41
"11/22/2020","11/20/2020","Actual","MSV",61,34,47,32
"11/22/2020","11/20/2020","Actual","NYC",62,45,48,39
"11/22/2020","11/20/2020","Actual","PLB",56,37,46,33
"11/22/2020","11/20/2020","Actual","POU",62,36,49,34
"11/22/2020","11/20/2020","Actual","ROC",63,49,50,42
"11/22/2020","11/20/2020","Actual","SLK",55,46,45,38
