Load,Time Stamp
962.3,2019-01-10 00:00:00
932.1,2019-01-10 01:00:00
915.8,2019-01-10 02:00:00
913.4,2019-01-10 03:00:00
934.4,2019-01-10 04:00:00
996.5,2019-01-10 05:00:00
1097.5,2019-01-10 06:00:00
1169.6,2019-01-10 07:00:00
1170.9,2019-01-10 08:00:00
1197.6,2019-01-10 09:00:00
1209.6,2019-01-10 10:00:00
1202.9,2019-01-10 11:00:00
1182.6,2019-01-10 12:00:00
1179.3,2019-01-10 13:00:00
1191.0,2019-01-10 14:00:00
1203.6,2019-01-10 15:00:00
1263.4,2019-01-10 16:00:00
1361.3,2019-01-10 17:00:00
1371.2,2019-01-10 18:00:00
1344.8,2019-01-10 19:00:00
1308.1,2019-01-10 20:00:00
1246.9,2019-01-10 21:00:00
1155.9,2019-01-10 22:00:00
1071.4,2019-01-10 23:00:00
