Load,Time Stamp
1589.7,2020-02-12 00:00:00
1558.3,2020-02-12 01:00:00
1543.8,2020-02-12 02:00:00
1549.0,2020-02-12 03:00:00
1577.2,2020-02-12 04:00:00
1663.4,2020-02-12 05:00:00
1814.1,2020-02-12 06:00:00
1890.0,2020-02-12 07:00:00
1909.0,2020-02-12 08:00:00
1878.5,2020-02-12 09:00:00
1892.2,2020-02-12 10:00:00
1877.7,2020-02-12 11:00:00
1850.8,2020-02-12 12:00:00
1852.4,2020-02-12 13:00:00
1854.8,2020-02-12 14:00:00
1837.9,2020-02-12 15:00:00
1830.1,2020-02-12 16:00:00
1873.0,2020-02-12 17:00:00
1914.3,2020-02-12 18:00:00
1889.6,2020-02-12 19:00:00
1853.8,2020-02-12 20:00:00
1796.6,2020-02-12 21:00:00
1717.9,2020-02-12 22:00:00
1621.6,2020-02-12 23:00:00
