Load,Time Stamp
1494.2514,2020-12-22 00:00:00
1445.4744,2020-12-22 01:00:00
1427.7727,2020-12-22 02:00:00
1412.4288,2020-12-22 03:00:00
1440.4025,2020-12-22 04:00:00
1469.9264,2020-12-22 05:00:00
1583.7060000000001,2020-12-22 06:00:00
1672.8365,2020-12-22 07:00:00
1715.8996,2020-12-22 08:00:00
1716.2495,2020-12-22 09:00:00
1743.8694,2020-12-22 10:00:00
1781.6441,2020-12-22 11:00:00
1780.4971,2020-12-22 12:00:00
1764.1184,2020-12-22 13:00:00
1746.0007,2020-12-22 14:00:00
1756.6574,2020-12-22 15:00:00
1823.0779,2020-12-22 16:00:00
1904.9336,2020-12-22 17:00:00
1889.7711,2020-12-22 18:00:00
1899.3410000000001,2020-12-22 19:00:00
1861.0259,2020-12-22 20:00:00
1788.2162,2020-12-22 21:00:00
1698.2211,2020-12-22 22:00:00
1597.0854,2020-12-22 23:00:00
