"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"05/12/2020","05/09/2020","Actual","ALB",43,33,35,29
"05/12/2020","05/09/2020","Actual","ART",42,28,34,25
"05/12/2020","05/09/2020","Actual","BGM",34,24,29,22
"05/12/2020","05/09/2020","Actual","BUF",41,30,36,26
"05/12/2020","05/09/2020","Actual","ELM",40,27,35,24
"05/12/2020","05/09/2020","Actual","ELZ",32,21,29,19
"05/12/2020","05/09/2020","Actual","FOK",47,34,43,31
"05/12/2020","05/09/2020","Actual","FRG",48,36,42,30
"05/12/2020","05/09/2020","Actual","GFL",41,31,32,27
"05/12/2020","05/09/2020","Actual","HPN",44,32,39,28
"05/12/2020","05/09/2020","Actual","IAG",41,29,35,25
"05/12/2020","05/09/2020","Actual","ISP",46,34,43,30
"05/12/2020","05/09/2020","Actual","ITH",37,26,32,24
"05/12/2020","05/09/2020","Actual","JFK",48,35,43,30
"05/12/2020","05/09/2020","Actual","LGA",48,36,43,30
"05/12/2020","05/09/2020","Actual","MSS",41,29,34,24
"05/12/2020","05/09/2020","Actual","MSV",38,25,30,24
"05/12/2020","05/09/2020","Actual","NYC",47,34,40,29
"05/12/2020","05/09/2020","Actual","PLB",38,31,32,27
"05/12/2020","05/09/2020","Actual","POU",46,33,36,29
"05/12/2020","05/09/2020","Actual","ROC",40,29,34,25
"05/12/2020","05/09/2020","Actual","SLK",31,24,27,21
"05/12/2020","05/09/2020","Actual","SWF",43,30,34,28
"05/12/2020","05/09/2020","Actual","SYR",39,30,34,26
"05/12/2020","05/09/2020","Actual","UCA",37,28,32,26
"05/12/2020","05/10/2020","Actual","ALB",57,37,46,32
"05/12/2020","05/10/2020","Actual","ART",47,38,40,32
"05/12/2020","05/10/2020","Actual","BGM",55,31,43,29
"05/12/2020","05/10/2020","Actual","BUF",53,39,45,35
"05/12/2020","05/10/2020","Actual","ELM",62,30,46,29
"05/12/2020","05/10/2020","Actual","ELZ",56,33,43,29
"05/12/2020","05/10/2020","Actual","FOK",55,26,46,24
"05/12/2020","05/10/2020","Actual","FRG",64,40,48,33
"05/12/2020","05/10/2020","Actual","GFL",55,36,43,30
"05/12/2020","05/10/2020","Actual","HPN",61,35,45,31
"05/12/2020","05/10/2020","Actual","IAG",53,34,45,31
"05/12/2020","05/10/2020","Actual","ISP",62,37,48,32
"05/12/2020","05/10/2020","Actual","ITH",57,34,45,31
"05/12/2020","05/10/2020","Actual","JFK",62,40,48,34
"05/12/2020","05/10/2020","Actual","LGA",65,42,47,34
"05/12/2020","05/10/2020","Actual","MSS",52,34,43,30
"05/12/2020","05/10/2020","Actual","MSV",57,30,44,28
"05/12/2020","05/10/2020","Actual","NYC",63,39,46,33
"05/12/2020","05/10/2020","Actual","PLB",52,33,41,29
"05/12/2020","05/10/2020","Actual","POU",64,35,48,32
"05/12/2020","05/10/2020","Actual","ROC",51,34,42,32
"05/12/2020","05/10/2020","Actual","SLK",46,29,38,26
"05/12/2020","05/10/2020","Actual","SWF",61,32,47,30
"05/12/2020","05/10/2020","Actual","SYR",52,35,43,33
"05/12/2020","05/10/2020","Actual","UCA",48,33,41,31
"05/12/2020","05/11/2020","Actual","ALB",61,38,52,35
"05/12/2020","05/11/2020","Actual","ART",42,35,40,35
"05/12/2020","05/11/2020","Actual","BGM",51,34,44,33
"05/12/2020","05/11/2020","Actual","BUF",43,38,42,35
"05/12/2020","05/11/2020","Actual","ELM",55,39,47,38
"05/12/2020","05/11/2020","Actual","ELZ",46,33,40,31
"05/12/2020","05/11/2020","Actual","FOK",58,37,52,37
"05/12/2020","05/11/2020","Actual","FRG",60,48,52,42
"05/12/2020","05/11/2020","Actual","GFL",52,39,45,38
