"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"05/27/2020","05/24/2020","Actual","ALB",79,50,59,42
"05/27/2020","05/24/2020","Actual","ART",83,48,63,46
"05/27/2020","05/24/2020","Actual","BGM",74,50,61,43
"05/27/2020","05/24/2020","Actual","BUF",84,63,68,60
"05/27/2020","05/24/2020","Actual","ELM",79,61,66,52
"05/27/2020","05/24/2020","Actual","ELZ",73,59,64,58
"05/27/2020","05/24/2020","Actual","FOK",66,47,58,44
"05/27/2020","05/24/2020","Actual","FRG",68,51,59,45
"05/27/2020","05/24/2020","Actual","GFL",75,46,56,41
"05/27/2020","05/24/2020","Actual","HPN",66,47,56,41
"05/27/2020","05/24/2020","Actual","IAG",83,61,69,59
"05/27/2020","05/24/2020","Actual","ISP",67,48,59,44
"05/27/2020","05/24/2020","Actual","ITH",78,56,66,46
"05/27/2020","05/24/2020","Actual","JFK",64,51,58,47
"05/27/2020","05/24/2020","Actual","LGA",68,53,58,46
"05/27/2020","05/24/2020","Actual","MSS",81,49,64,43
"05/27/2020","05/24/2020","Actual","MSV",72,45,58,39
"05/27/2020","05/24/2020","Actual","NYC",67,52,58,45
"05/27/2020","05/24/2020","Actual","PLB",78,48,58,43
"05/27/2020","05/24/2020","Actual","POU",74,44,60,42
"05/27/2020","05/24/2020","Actual","ROC",82,60,66,55
"05/27/2020","05/24/2020","Actual","SLK",80,37,59,35
"05/27/2020","05/24/2020","Actual","SWF",72,46,60,42
"05/27/2020","05/24/2020","Actual","SYR",82,58,64,49
"05/27/2020","05/24/2020","Actual","UCA",79,54,60,46
"05/27/2020","05/25/2020","Actual","ALB",79,56,64,51
"05/27/2020","05/25/2020","Actual","ART",81,60,70,58
"05/27/2020","05/25/2020","Actual","BGM",76,54,66,52
"05/27/2020","05/25/2020","Actual","BUF",83,68,71,62
"05/27/2020","05/25/2020","Actual","ELM",86,63,72,59
"05/27/2020","05/25/2020","Actual","ELZ",83,59,69,57
"05/27/2020","05/25/2020","Actual","FOK",62,53,58,52
"05/27/2020","05/25/2020","Actual","FRG",71,57,64,55
"05/27/2020","05/25/2020","Actual","GFL",77,51,64,47
"05/27/2020","05/25/2020","Actual","HPN",67,54,61,52
"05/27/2020","05/25/2020","Actual","IAG",85,65,72,61
"05/27/2020","05/25/2020","Actual","ISP",68,54,63,54
"05/27/2020","05/25/2020","Actual","ITH",81,59,71,57
"05/27/2020","05/25/2020","Actual","JFK",66,56,62,56
"05/27/2020","05/25/2020","Actual","LGA",66,56,59,54
"05/27/2020","05/25/2020","Actual","MSS",74,61,66,53
"05/27/2020","05/25/2020","Actual","MSV",74,50,63,48
"05/27/2020","05/25/2020","Actual","NYC",70,56,62,54
"05/27/2020","05/25/2020","Actual","PLB",77,56,65,50
"05/27/2020","05/25/2020","Actual","POU",76,52,65,50
"05/27/2020","05/25/2020","Actual","ROC",86,65,71,60
"05/27/2020","05/25/2020","Actual","SLK",74,54,64,48
"05/27/2020","05/25/2020","Actual","SWF",73,54,66,52
"05/27/2020","05/25/2020","Actual","SYR",83,61,72,58
"05/27/2020","05/25/2020","Actual","UCA",80,57,69,53
"05/27/2020","05/26/2020","Actual","ALB",89,64,70,60
"05/27/2020","05/26/2020","Actual","ART",87,60,72,59
"05/27/2020","05/26/2020","Actual","BGM",86,60,70,59
"05/27/2020","05/26/2020","Actual","BUF",92,68,74,64
"05/27/2020","05/26/2020","Actual","ELM",91,61,72,61
"05/27/2020","05/26/2020","Actual","ELZ",85,60,69,59
"05/27/2020","05/26/2020","Actual","FOK",70,54,65,53
"05/27/2020","05/26/2020","Actual","FRG",73,60,66,58
"05/27/2020","05/26/2020","Actual","GFL",87,61,69,59
"05/27/2020","05/26/2020","Actual","HPN",75,56,66,55
"05/27/2020","05/26/2020","Actual","IAG",90,64,74,62
"05/27/2020","05/26/2020","Actual","ISP",72,58,65,58
"05/27/2020","05/26/2020","Actual","ITH",90,63,73,63
"05/27/2020","05/26/2020","Actual","JFK",69,57,63,57
"05/27/2020","05/26/2020","Actual","LGA",76,58,65,56
"05/27/2020","05/26/2020","Actual","MSS",91,56,74,55
"05/27/2020","05/26/2020","Actual","MSV",84,55,71,55
"05/27/2020","05/26/2020","Actual","NYC",76,59,65,57
"05/27/2020","05/26/2020","Actual","PLB",89,58,73,57
