Load Forecast,Time Stamp
289,2018-07-13 00:00:00
267,2018-07-13 01:00:00
253,2018-07-13 02:00:00
243,2018-07-13 03:00:00
240,2018-07-13 04:00:00
247,2018-07-13 05:00:00
269,2018-07-13 06:00:00
298,2018-07-13 07:00:00
321,2018-07-13 08:00:00
343,2018-07-13 09:00:00
366,2018-07-13 10:00:00
387,2018-07-13 11:00:00
403,2018-07-13 12:00:00
418,2018-07-13 13:00:00
430,2018-07-13 14:00:00
437,2018-07-13 15:00:00
441,2018-07-13 16:00:00
438,2018-07-13 17:00:00
425,2018-07-13 18:00:00
406,2018-07-13 19:00:00
395,2018-07-13 20:00:00
384,2018-07-13 21:00:00
358,2018-07-13 22:00:00
326,2018-07-13 23:00:00
292,2018-07-14 00:00:00
270,2018-07-14 01:00:00
255,2018-07-14 02:00:00
243,2018-07-14 03:00:00
236,2018-07-14 04:00:00
232,2018-07-14 05:00:00
234,2018-07-14 06:00:00
256,2018-07-14 07:00:00
288,2018-07-14 08:00:00
319,2018-07-14 09:00:00
348,2018-07-14 10:00:00
371,2018-07-14 11:00:00
389,2018-07-14 12:00:00
404,2018-07-14 13:00:00
416,2018-07-14 14:00:00
424,2018-07-14 15:00:00
430,2018-07-14 16:00:00
429,2018-07-14 17:00:00
419,2018-07-14 18:00:00
402,2018-07-14 19:00:00
395,2018-07-14 20:00:00
386,2018-07-14 21:00:00
363,2018-07-14 22:00:00
336,2018-07-14 23:00:00
319,2018-07-15 00:00:00
298,2018-07-15 01:00:00
281,2018-07-15 02:00:00
269,2018-07-15 03:00:00
261,2018-07-15 04:00:00
255,2018-07-15 05:00:00
254,2018-07-15 06:00:00
272,2018-07-15 07:00:00
304,2018-07-15 08:00:00
338,2018-07-15 09:00:00
370,2018-07-15 10:00:00
396,2018-07-15 11:00:00
416,2018-07-15 12:00:00
433,2018-07-15 13:00:00
446,2018-07-15 14:00:00
455,2018-07-15 15:00:00
462,2018-07-15 16:00:00
464,2018-07-15 17:00:00
457,2018-07-15 18:00:00
443,2018-07-15 19:00:00
435,2018-07-15 20:00:00
421,2018-07-15 21:00:00
391,2018-07-15 22:00:00
356,2018-07-15 23:00:00
334,2018-07-16 00:00:00
311,2018-07-16 01:00:00
295,2018-07-16 02:00:00
284,2018-07-16 03:00:00
281,2018-07-16 04:00:00
290,2018-07-16 05:00:00
312,2018-07-16 06:00:00
346,2018-07-16 07:00:00
375,2018-07-16 08:00:00
403,2018-07-16 09:00:00
433,2018-07-16 10:00:00
459,2018-07-16 11:00:00
480,2018-07-16 12:00:00
499,2018-07-16 13:00:00
513,2018-07-16 14:00:00
521,2018-07-16 15:00:00
526,2018-07-16 16:00:00
526,2018-07-16 17:00:00
516,2018-07-16 18:00:00
498,2018-07-16 19:00:00
483,2018-07-16 20:00:00
462,2018-07-16 21:00:00
424,2018-07-16 22:00:00
381,2018-07-16 23:00:00
348,2018-07-17 00:00:00
323,2018-07-17 01:00:00
306,2018-07-17 02:00:00
295,2018-07-17 03:00:00
292,2018-07-17 04:00:00
299,2018-07-17 05:00:00
320,2018-07-17 06:00:00
354,2018-07-17 07:00:00
385,2018-07-17 08:00:00
416,2018-07-17 09:00:00
448,2018-07-17 10:00:00
476,2018-07-17 11:00:00
499,2018-07-17 12:00:00
519,2018-07-17 13:00:00
533,2018-07-17 14:00:00
541,2018-07-17 15:00:00
545,2018-07-17 16:00:00
543,2018-07-17 17:00:00
530,2018-07-17 18:00:00
510,2018-07-17 19:00:00
494,2018-07-17 20:00:00
473,2018-07-17 21:00:00
435,2018-07-17 22:00:00
391,2018-07-17 23:00:00
338,2018-07-18 00:00:00
315,2018-07-18 01:00:00
300,2018-07-18 02:00:00
290,2018-07-18 03:00:00
287,2018-07-18 04:00:00
294,2018-07-18 05:00:00
314,2018-07-18 06:00:00
343,2018-07-18 07:00:00
368,2018-07-18 08:00:00
392,2018-07-18 09:00:00
416,2018-07-18 10:00:00
431,2018-07-18 11:00:00
447,2018-07-18 12:00:00
463,2018-07-18 13:00:00
476,2018-07-18 14:00:00
487,2018-07-18 15:00:00
495,2018-07-18 16:00:00
497,2018-07-18 17:00:00
489,2018-07-18 18:00:00
473,2018-07-18 19:00:00
463,2018-07-18 20:00:00
448,2018-07-18 21:00:00
414,2018-07-18 22:00:00
378,2018-07-18 23:00:00
