Load,Time Stamp
6575.1,2018-09-03 00:00:00
6363.4,2018-09-03 01:00:00
6192.3,2018-09-03 02:00:00
6093.5,2018-09-03 03:00:00
6073.6,2018-09-03 04:00:00
6158.5,2018-09-03 05:00:00
6324.4,2018-09-03 06:00:00
6566.0,2018-09-03 07:00:00
6953.6,2018-09-03 08:00:00
7416.6,2018-09-03 09:00:00
7876.2,2018-09-03 10:00:00
8276.8,2018-09-03 11:00:00
8575.9,2018-09-03 12:00:00
8794.6,2018-09-03 13:00:00
8975.4,2018-09-03 14:00:00
9102.9,2018-09-03 15:00:00
9181.7,2018-09-03 16:00:00
9182.3,2018-09-03 17:00:00
9044.6,2018-09-03 18:00:00
8991.1,2018-09-03 19:00:00
9091.4,2018-09-03 20:00:00
9032.4,2018-09-03 21:00:00
8776.1,2018-09-03 22:00:00
8365.9,2018-09-03 23:00:00
