Load,Time Stamp
7898.8,2018-09-06 00:00:00
7544.5,2018-09-06 01:00:00
7335.0,2018-09-06 02:00:00
7208.0,2018-09-06 03:00:00
7237.5,2018-09-06 04:00:00
7525.4,2018-09-06 05:00:00
8074.2,2018-09-06 06:00:00
8639.7,2018-09-06 07:00:00
9119.6,2018-09-06 08:00:00
9593.3,2018-09-06 09:00:00
9968.0,2018-09-06 10:00:00
10280.0,2018-09-06 11:00:00
10552.4,2018-09-06 12:00:00
10726.4,2018-09-06 13:00:00
10768.8,2018-09-06 14:00:00
10979.8,2018-09-06 15:00:00
11069.7,2018-09-06 16:00:00
10995.0,2018-09-06 17:00:00
10372.6,2018-09-06 18:00:00
9786.9,2018-09-06 19:00:00
9520.1,2018-09-06 20:00:00
9142.7,2018-09-06 21:00:00
8631.7,2018-09-06 22:00:00
8071.7,2018-09-06 23:00:00
