Load,Time Stamp
1815.3758,2020-07-16 00:00:00
1735.3062,2020-07-16 01:00:00
1680.6823,2020-07-16 02:00:00
1661.0965,2020-07-16 03:00:00
1667.3012,2020-07-16 04:00:00
1719.0851,2020-07-16 05:00:00
1824.7271,2020-07-16 06:00:00
1950.4548,2020-07-16 07:00:00
2040.6239,2020-07-16 08:00:00
2117.7671,2020-07-16 09:00:00
2172.0238,2020-07-16 10:00:00
2208.4405,2020-07-16 11:00:00
2212.7697,2020-07-16 12:00:00
2207.9527,2020-07-16 13:00:00
2163.0329,2020-07-16 14:00:00
2140.9114,2020-07-16 15:00:00
2112.4545,2020-07-16 16:00:00
2103.4426,2020-07-16 17:00:00
2081.5707,2020-07-16 18:00:00
2035.2653,2020-07-16 19:00:00
1987.4460000000001,2020-07-16 20:00:00
1941.6724,2020-07-16 21:00:00
1837.5886,2020-07-16 22:00:00
1741.5539,2020-07-16 23:00:00
