"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"06/13/2019 00:00",1019,1342,514,866,786,1779,511,202,4731,452,1400,13602
"06/13/2019 01:00",978,1300,483,828,743,1674,483,191,4485,446,1348,12959
"06/13/2019 02:00",955,1267,466,802,718,1615,468,186,4329,442,1315,12563
"06/13/2019 03:00",947,1256,455,789,708,1596,464,182,4252,438,1298,12385
"06/13/2019 04:00",963,1281,459,800,714,1624,476,185,4264,444,1309,12519
"06/13/2019 05:00",1009,1354,485,840,752,1698,516,202,4461,459,1361,13137
"06/13/2019 06:00",1120,1495,550,920,834,1866,594,236,4986,498,1457,14556
"06/13/2019 07:00",1218,1617,628,1014,919,2064,661,268,5583,522,1573,16067
"06/13/2019 08:00",1243,1669,666,1067,966,2195,692,279,5998,519,1654,16948
"06/13/2019 09:00",1269,1700,687,1098,1000,2284,703,286,6265,524,1696,17512
"06/13/2019 10:00",1299,1725,705,1123,1028,2357,712,289,6388,527,1729,17882
"06/13/2019 11:00",1313,1744,710,1132,1050,2416,713,288,6448,523,1742,18079
"06/13/2019 12:00",1306,1740,714,1125,1052,2460,711,295,6491,522,1736,18152
"06/13/2019 13:00",1301,1740,714,1123,1059,2503,711,299,6515,524,1747,18236
"06/13/2019 14:00",1295,1727,711,1110,1060,2534,701,299,6512,524,1732,18205
"06/13/2019 15:00",1284,1704,709,1097,1052,2566,690,297,6525,529,1707,18160
"06/13/2019 16:00",1284,1692,706,1081,1049,2598,684,296,6545,539,1694,18168
"06/13/2019 17:00",1286,1678,706,1070,1047,2613,683,301,6515,545,1683,18127
"06/13/2019 18:00",1283,1669,708,1063,1062,2576,679,308,6307,540,1659,17854
"06/13/2019 19:00",1269,1649,708,1042,1048,2551,677,310,6119,543,1641,17557
"06/13/2019 20:00",1276,1647,709,1036,1062,2549,684,310,6009,543,1636,17461
"06/13/2019 21:00",1251,1640,694,1042,1049,2490,673,298,5887,532,1667,17223
"06/13/2019 22:00",1154,1529,637,974,961,2276,618,263,5602,499,1594,16107
"06/13/2019 23:00",1055,1412,572,893,863,2037,556,224,5225,467,1478,14782
"06/14/2019 00:00",994,1330,502,835,792,1842,506,204,4844,448,1380,13677
"06/14/2019 01:00",957,1283,472,798,754,1735,480,194,4588,443,1326,13030
"06/14/2019 02:00",938,1252,455,776,732,1668,468,188,4414,437,1297,12625
"06/14/2019 03:00",932,1241,443,766,721,1636,463,183,4317,433,1280,12415
"06/14/2019 04:00",947,1260,443,777,727,1649,474,183,4299,437,1292,12488
"06/14/2019 05:00",988,1326,462,816,755,1697,509,195,4441,451,1335,12975
"06/14/2019 06:00",1082,1451,518,889,813,1841,580,225,4901,491,1418,14209
"06/14/2019 07:00",1163,1568,590,967,885,2041,640,254,5499,521,1522,15650
"06/14/2019 08:00",1179,1614,632,1008,925,2189,664,269,5949,521,1601,16551
"06/14/2019 09:00",1199,1646,656,1037,956,2287,678,277,6233,524,1636,17129
"06/14/2019 10:00",1225,1670,669,1060,985,2361,684,283,6353,527,1666,17483
"06/14/2019 11:00",1234,1679,669,1070,1006,2417,684,284,6392,527,1675,17637
"06/14/2019 12:00",1228,1669,673,1068,1015,2453,678,290,6407,529,1663,17673
"06/14/2019 13:00",1225,1665,675,1070,1027,2511,676,295,6420,530,1659,17753
"06/14/2019 14:00",1218,1653,671,1053,1027,2565,664,298,6407,525,1636,17717
"06/14/2019 15:00",1208,1623,671,1036,1017,2611,650,303,6417,521,1611,17668
"06/14/2019 16:00",1213,1604,679,1022,1021,2654,650,307,6423,528,1603,17704
"06/14/2019 17:00",1220,1589,681,1016,1033,2676,646,310,6369,531,1597,17668
"06/14/2019 18:00",1213,1569,676,1007,1032,2679,640,309,6125,530,1581,17361
"06/14/2019 19:00",1202,1553,667,991,1025,2566,639,304,5918,529,1563,16957
"06/14/2019 20:00",1192,1532,663,973,1021,2517,640,297,5741,529,1543,16648
"06/14/2019 21:00",1182,1538,655,982,1013,2469,637,289,5626,524,1574,16489
"06/14/2019 22:00",1114,1456,615,924,945,2288,593,260,5379,496,1522,15592
"06/14/2019 23:00",1034,1359,558,851,864,2056,538,230,5053,470,1430,14443
"06/15/2019 00:00",964,1316,496,808,799,1867,497,210,4888,449,1343,13637
"06/15/2019 01:00",923,1264,461,767,750,1742,468,195,4644,439,1286,12939
"06/15/2019 02:00",898,1228,440,744,722,1664,452,186,4471,430,1254,12489
"06/15/2019 03:00",888,1214,427,733,706,1619,446,182,4359,426,1236,12236
"06/15/2019 04:00",890,1219,420,735,703,1609,448,181,4302,427,1236,12170
"06/15/2019 05:00",893,1238,420,743,702,1590,456,182,4285,431,1243,12183
"06/15/2019 06:00",925,1277,434,760,720,1631,484,190,4414,447,1255,12537
"06/15/2019 07:00",992,1357,474,811,772,1774,532,209,4703,471,1316,13411
"06/15/2019 08:00",1056,1451,521,874,824,1960,583,228,5044,493,1409,14443
"06/15/2019 09:00",1101,1517,558,930,876,2118,607,246,5368,504,1466,15291
"06/15/2019 10:00",1127,1558,587,969,917,2242,612,259,5642,510,1500,15923
"06/15/2019 11:00",1137,1576,609,988,952,2354,607,271,5822,507,1514,16337
"06/15/2019 12:00",1133,1580,616,995,976,2445,598,277,5906,501,1514,16541
"06/15/2019 13:00",1130,1573,621,996,1001,2502,588,283,5927,500,1504,16625
"06/15/2019 14:00",1135,1571,629,989,1025,2558,580,288,5957,498,1488,16718
"06/15/2019 15:00",1158,1573,639,991,1059,2621,581,295,6001,505,1485,16908
"06/15/2019 16:00",1197,1585,658,1003,1092,2697,589,303,6058,513,1495,17190
"06/15/2019 17:00",1236,1601,673,1013,1118,2755,603,307,6097,513,1502,17418
"06/15/2019 18:00",1244,1595,668,993,1111,2731,607,303,6062,511,1491,17316
"06/15/2019 19:00",1244,1589,672,988,1102,2645,608,302,5988,513,1483,17134
"06/15/2019 20:00",1233,1573,675,969,1089,2598,610,298,5949,514,1490,16998
"06/15/2019 21:00",1224,1575,671,981,1079,2569,608,293,5942,513,1529,16984
"06/15/2019 22:00",1154,1503,638,936,1010,2411,574,276,5789,490,1494,16275
"06/15/2019 23:00",1069,1414,593,873,931,2213,528,252,5565,462,1412,15312
"06/16/2019 00:00",1000,1314,536,805,842,2022,489,227,5318,445,1308,14306
"06/16/2019 01:00",966,1269,506,769,791,1885,465,212,5051,438,1261,13613
"06/16/2019 02:00",941,1242,484,746,758,1795,450,202,4851,432,1236,13137
"06/16/2019 03:00",926,1225,470,732,738,1739,445,198,4713,427,1219,12832
"06/16/2019 04:00",923,1224,465,729,731,1716,447,196,4624,428,1215,12698
"06/16/2019 05:00",918,1226,462,729,726,1681,449,195,4584,428,1214,12612
"06/16/2019 06:00",933,1250,471,738,735,1695,471,201,4675,442,1218,12829
"06/16/2019 07:00",986,1313,495,784,777,1807,514,216,4893,460,1272,13517
"06/16/2019 08:00",1038,1397,521,838,826,1993,563,231,5176,475,1350,14408
"06/16/2019 09:00",1097,1481,553,896,886,2181,605,251,5502,485,1408,15345
"06/16/2019 10:00",1136,1539,585,942,943,2360,626,268,5830,494,1454,16177
"06/16/2019 11:00",1171,1577,615,973,1000,2528,635,285,6089,500,1485,16858
"06/16/2019 12:00",1197,1600,638,994,1058,2670,638,300,6268,499,1501,17363
"06/16/2019 13:00",1205,1608,657,1002,1103,2780,633,314,6385,498,1510,17695
"06/16/2019 14:00",1209,1611,666,1003,1125,2855,629,323,6467,495,1510,17893
"06/16/2019 15:00",1230,1624,670,1004,1155,2921,629,330,6544,496,1511,18114
"06/16/2019 16:00",1266,1652,685,1016,1191,2983,641,340,6619,503,1532,18428
"06/16/2019 17:00",1310,1686,700,1036,1225,3024,657,345,6682,508,1549,18722
"06/16/2019 18:00",1330,1690,713,1042,1245,2998,660,349,6699,507,1542,18775
"06/16/2019 19:00",1328,1690,713,1038,1222,2876,666,344,6636,508,1545,18566
"06/16/2019 20:00",1327,1677,731,1030,1216,2842,667,347,6669,509,1545,18560
"06/16/2019 21:00",1311,1676,734,1051,1206,2814,662,340,6731,509,1575,18609
"06/16/2019 22:00",1220,1581,694,994,1117,2620,611,316,6568,485,1528,17734
"06/16/2019 23:00",1126,1473,642,915,1009,2359,556,285,6247,460,1447,16519
"06/17/2019 00:00",1080,1394,630,866,917,2084,517,257,5835,443,1385,15408
"06/17/2019 01:00",1033,1348,594,832,861,1940,495,240,5539,437,1347,14666
