Load,Time Stamp
13201.1994,2020-11-10 00:00:00
12788.1175,2020-11-10 01:00:00
12534.857699999999,2020-11-10 02:00:00
12432.6747,2020-11-10 03:00:00
12631.848299999998,2020-11-10 04:00:00
13365.5307,2020-11-10 05:00:00
14644.045000000002,2020-11-10 06:00:00
15642.081400000001,2020-11-10 07:00:00
15962.086500000001,2020-11-10 08:00:00
15987.5323,2020-11-10 09:00:00
16056.4208,2020-11-10 10:00:00
16184.7007,2020-11-10 11:00:00
16340.883,2020-11-10 12:00:00
16630.1521,2020-11-10 13:00:00
16852.888000000003,2020-11-10 14:00:00
17160.4443,2020-11-10 15:00:00
17621.3456,2020-11-10 16:00:00
18449.826100000002,2020-11-10 17:00:00
18174.792999999998,2020-11-10 18:00:00
17489.1727,2020-11-10 19:00:00
16750.1333,2020-11-10 20:00:00
15962.817299999999,2020-11-10 21:00:00
15059.5889,2020-11-10 22:00:00
14125.8131,2020-11-10 23:00:00
