Load,Time Stamp
14800.6,2018-01-22 00:00:00
14340.6,2018-01-22 01:00:00
14119.800000000001,2018-01-22 02:00:00
14054.699999999999,2018-01-22 03:00:00
14349.299999999997,2018-01-22 04:00:00
15344.0,2018-01-22 05:00:00
17116.7,2018-01-22 06:00:00
18503.0,2018-01-22 07:00:00
18991.499999999996,2018-01-22 08:00:00
19308.0,2018-01-22 09:00:00
19502.199999999997,2018-01-22 10:00:00
19464.4,2018-01-22 11:00:00
19356.2,2018-01-22 12:00:00
19347.100000000002,2018-01-22 13:00:00
19283.5,2018-01-22 14:00:00
19420.800000000003,2018-01-22 15:00:00
19932.7,2018-01-22 16:00:00
20823.5,2018-01-22 17:00:00
20758.199999999997,2018-01-22 18:00:00
20316.3,2018-01-22 19:00:00
19606.5,2018-01-22 20:00:00
18555.8,2018-01-22 21:00:00
17265.8,2018-01-22 22:00:00
16032.4,2018-01-22 23:00:00
