Load,Time Stamp
829.8784,2020-11-12 00:00:00
792.4744,2020-11-12 01:00:00
768.4169999999999,2020-11-12 02:00:00
762.2725,2020-11-12 03:00:00
770.6754,2020-11-12 04:00:00
806.3929,2020-11-12 05:00:00
871.5884,2020-11-12 06:00:00
948.2872,2020-11-12 07:00:00
1008.1982,2020-11-12 08:00:00
1036.0866,2020-11-12 09:00:00
1048.7207,2020-11-12 10:00:00
1061.529,2020-11-12 11:00:00
1057.1899,2020-11-12 12:00:00
1047.029,2020-11-12 13:00:00
1052.9503,2020-11-12 14:00:00
1070.0793,2020-11-12 15:00:00
1121.9411,2020-11-12 16:00:00
1184.9302,2020-11-12 17:00:00
1175.0701,2020-11-12 18:00:00
1134.8659,2020-11-12 19:00:00
1082.315,2020-11-12 20:00:00
1034.4493,2020-11-12 21:00:00
963.5017,2020-11-12 22:00:00
892.8077,2020-11-12 23:00:00
