Load,Time Stamp
784.5,2019-03-17 00:00:00
775.5,2019-03-17 01:00:00
761.3,2019-03-17 02:00:00
767.1,2019-03-17 03:00:00
760.9,2019-03-17 04:00:00
784.6,2019-03-17 05:00:00
829.2,2019-03-17 06:00:00
866.4,2019-03-17 07:00:00
905.6,2019-03-17 08:00:00
938.2,2019-03-17 09:00:00
940.2,2019-03-17 10:00:00
930.9,2019-03-17 11:00:00
913.3,2019-03-17 12:00:00
904.3,2019-03-17 13:00:00
870.9,2019-03-17 14:00:00
850.8,2019-03-17 15:00:00
873.0,2019-03-17 16:00:00
928.9,2019-03-17 17:00:00
950.3,2019-03-17 18:00:00
1003.2,2019-03-17 19:00:00
983.1,2019-03-17 20:00:00
936.8,2019-03-17 21:00:00
879.3,2019-03-17 22:00:00
814.3,2019-03-17 23:00:00
