"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"04/16/2020","04/13/2020","Actual","ALB",63,52,60,44
"04/16/2020","04/13/2020","Actual","ART",63,42,60,37
"04/16/2020","04/13/2020","Actual","BGM",63,41,60,36
"04/16/2020","04/13/2020","Actual","BUF",64,42,59,36
"04/16/2020","04/13/2020","Actual","ELM",70,45,65,38
"04/16/2020","04/13/2020","Actual","ELZ",59,35,57,31
"04/16/2020","04/13/2020","Actual","FOK",58,50,57,49
"04/16/2020","04/13/2020","Actual","FRG",64,54,59,50
"04/16/2020","04/13/2020","Actual","GFL",61,41,59,38
"04/16/2020","04/13/2020","Actual","HPN",62,52,60,50
"04/16/2020","04/13/2020","Actual","IAG",61,39,58,34
"04/16/2020","04/13/2020","Actual","ISP",59,52,58,51
"04/16/2020","04/13/2020","Actual","ITH",66,43,62,37
"04/16/2020","04/13/2020","Actual","JFK",64,51,59,51
"04/16/2020","04/13/2020","Actual","LGA",68,53,62,51
"04/16/2020","04/13/2020","Actual","MSS",63,43,60,38
"04/16/2020","04/13/2020","Actual","MSV",60,46,59,42
"04/16/2020","04/13/2020","Actual","NYC",66,53,62,52
"04/16/2020","04/13/2020","Actual","PLB",63,44,60,40
"04/16/2020","04/13/2020","Actual","POU",65,54,61,50
"04/16/2020","04/13/2020","Actual","ROC",66,41,60,35
"04/16/2020","04/13/2020","Actual","SLK",62,38,57,35
"04/16/2020","04/13/2020","Actual","SWF",64,55,62,50
"04/16/2020","04/13/2020","Actual","SYR",70,41,62,38
"04/16/2020","04/13/2020","Actual","UCA",65,43,61,39
"04/16/2020","04/14/2020","Actual","ALB",51,42,43,34
"04/16/2020","04/14/2020","Actual","ART",43,36,37,31
"04/16/2020","04/14/2020","Actual","BGM",44,35,35,30
"04/16/2020","04/14/2020","Actual","BUF",42,33,36,30
"04/16/2020","04/14/2020","Actual","ELM",49,37,37,31
"04/16/2020","04/14/2020","Actual","ELZ",41,30,32,27
"04/16/2020","04/14/2020","Actual","FOK",55,45,48,39
"04/16/2020","04/14/2020","Actual","FRG",63,48,54,40
"04/16/2020","04/14/2020","Actual","GFL",49,40,40,32
"04/16/2020","04/14/2020","Actual","HPN",58,44,50,37
"04/16/2020","04/14/2020","Actual","IAG",42,31,34,28
"04/16/2020","04/14/2020","Actual","ISP",58,47,52,40
"04/16/2020","04/14/2020","Actual","ITH",46,36,36,30
"04/16/2020","04/14/2020","Actual","JFK",60,47,52,41
"04/16/2020","04/14/2020","Actual","LGA",61,48,49,40
"04/16/2020","04/14/2020","Actual","MSS",45,36,35,30
"04/16/2020","04/14/2020","Actual","MSV",48,37,39,32
"04/16/2020","04/14/2020","Actual","NYC",59,47,49,39
"04/16/2020","04/14/2020","Actual","PLB",47,38,40,30
"04/16/2020","04/14/2020","Actual","POU",55,43,47,37
"04/16/2020","04/14/2020","Actual","ROC",45,34,34,29
"04/16/2020","04/14/2020","Actual","SLK",40,27,33,23
"04/16/2020","04/14/2020","Actual","SWF",54,43,46,37
"04/16/2020","04/14/2020","Actual","SYR",48,38,37,32
"04/16/2020","04/14/2020","Actual","UCA",44,37,36,31
"04/16/2020","04/15/2020","Actual","ALB",47,36,36,30
"04/16/2020","04/15/2020","Actual","ART",40,30,34,27
"04/16/2020","04/15/2020","Actual","BGM",40,27,32,25
"04/16/2020","04/15/2020","Actual","BUF",40,30,34,26
"04/16/2020","04/15/2020","Actual","ELM",46,29,36,28
"04/16/2020","04/15/2020","Actual","ELZ",36,24,31,23
"04/16/2020","04/15/2020","Actual","FOK",52,30,42,27
"04/16/2020","04/15/2020","Actual","FRG",53,43,45,36
"04/16/2020","04/15/2020","Actual","GFL",45,31,34,28
"04/16/2020","04/15/2020","Actual","HPN",50,38,40,32
"04/16/2020","04/15/2020","Actual","IAG",40,26,33,23
"04/16/2020","04/15/2020","Actual","ISP",52,41,44,35
"04/16/2020","04/15/2020","Actual","ITH",42,23,34,22
"04/16/2020","04/15/2020","Actual","JFK",53,43,45,36
"04/16/2020","04/15/2020","Actual","LGA",52,43,42,36
"04/16/2020","04/15/2020","Actual","MSS",41,29,32,27
"04/16/2020","04/15/2020","Actual","MSV",45,29,36,27
"04/16/2020","04/15/2020","Actual","NYC",52,42,42,35
"04/16/2020","04/15/2020","Actual","PLB",42,31,32,28
"04/16/2020","04/15/2020","Actual","POU",51,35,41,30
"04/16/2020","04/15/2020","Actual","ROC",41,30,33,27
"04/16/2020","04/15/2020","Actual","SLK",34,25,28,23
"04/16/2020","04/15/2020","Actual","SWF",48,37,41,31
"04/16/2020","04/15/2020","Actual","SYR",43,31,35,29
"04/16/2020","04/15/2020","Actual","UCA",42,28,34,28
"04/16/2020","04/16/2020","Forecast","ALB",44,33,34,30
"04/16/2020","04/16/2020","Forecast","ART",39,29,32,26
"04/16/2020","04/16/2020","Forecast","BGM",35,25,30,23
"04/16/2020","04/16/2020","Forecast","BUF",37,26,31,23
"04/16/2020","04/16/2020","Forecast","ELM",40,26,33,24
"04/16/2020","04/16/2020","Forecast","ELZ",33,19,27,17
"04/16/2020","04/16/2020","Forecast","FOK",49,37,40,32
"04/16/2020","04/16/2020","Forecast","FRG",50,42,39,36
"04/16/2020","04/16/2020","Forecast","GFL",42,31,33,27
"04/16/2020","04/16/2020","Forecast","HPN",46,38,35,32
"04/16/2020","04/16/2020","Forecast","IAG",38,23,31,20
"04/16/2020","04/16/2020","Forecast","ISP",49,40,40,34
"04/16/2020","04/16/2020","Forecast","ITH",37,27,31,26
"04/16/2020","04/16/2020","Forecast","JFK",49,42,39,36
"04/16/2020","04/16/2020","Forecast","LGA",49,43,38,35
"04/16/2020","04/16/2020","Forecast","MSS",40,23,32,22
"04/16/2020","04/16/2020","Forecast","MSV",39,29,33,27
"04/16/2020","04/16/2020","Forecast","NYC",48,42,37,35
"04/16/2020","04/16/2020","Forecast","PLB",41,29,32,26
"04/16/2020","04/16/2020","Forecast","POU",46,34,37,30
"04/16/2020","04/16/2020","Forecast","ROC",39,27,32,25
"04/16/2020","04/16/2020","Forecast","SLK",35,22,28,21
"04/16/2020","04/16/2020","Forecast","SWF",45,36,36,31
"04/16/2020","04/16/2020","Forecast","SYR",40,30,33,28
"04/16/2020","04/16/2020","Forecast","UCA",38,27,31,25
"04/16/2020","04/17/2020","Forecast","ALB",48,32,38,28
"04/16/2020","04/17/2020","Forecast","ART",42,31,34,28
"04/16/2020","04/17/2020","Forecast","BGM",37,25,33,23
"04/16/2020","04/17/2020","Forecast","BUF",40,31,34,27
"04/16/2020","04/17/2020","Forecast","ELM",41,27,36,24
"04/16/2020","04/17/2020","Forecast","ELZ",34,25,31,23
"04/16/2020","04/17/2020","Forecast","FOK",48,33,41,29
"04/16/2020","04/17/2020","Forecast","FRG",50,37,44,32
"04/16/2020","04/17/2020","Forecast","GFL",45,29,35,26
"04/16/2020","04/17/2020","Forecast","HPN",47,33,40,29
"04/16/2020","04/17/2020","Forecast","IAG",39,29,34,26
"04/16/2020","04/17/2020","Forecast","ISP",49,35,42,30
"04/16/2020","04/17/2020","Forecast","ITH",39,27,35,25
"04/16/2020","04/17/2020","Forecast","JFK",50,37,44,32
"04/16/2020","04/17/2020","Forecast","LGA",50,37,44,32
"04/16/2020","04/17/2020","Forecast","MSS",43,28,35,25
"04/16/2020","04/17/2020","Forecast","MSV",41,27,34,24
"04/16/2020","04/17/2020","Forecast","NYC",50,36,43,31
"04/16/2020","04/17/2020","Forecast","PLB",44,31,35,26
"04/16/2020","04/17/2020","Forecast","POU",48,31,39,27
"04/16/2020","04/17/2020","Forecast","ROC",41,29,35,26
"04/16/2020","04/17/2020","Forecast","SLK",38,23,30,20
"04/16/2020","04/17/2020","Forecast","SWF",46,30,38,26
"04/16/2020","04/17/2020","Forecast","SYR",43,30,36,28
"04/16/2020","04/17/2020","Forecast","UCA",41,28,34,26
