Load,Time Stamp
5044.1734,2021-02-03 00:00:00
4882.6649,2021-02-03 01:00:00
4769.9773,2021-02-03 02:00:00
4724.9654,2021-02-03 03:00:00
4745.9381,2021-02-03 04:00:00
4925.9852,2021-02-03 05:00:00
5286.4273,2021-02-03 06:00:00
5674.1448,2021-02-03 07:00:00
6022.5164,2021-02-03 08:00:00
6200.4106,2021-02-03 09:00:00
6270.9972,2021-02-03 10:00:00
6321.0992,2021-02-03 11:00:00
6336.1838,2021-02-03 12:00:00
6325.4315,2021-02-03 13:00:00
6312.3791,2021-02-03 14:00:00
6321.9716,2021-02-03 15:00:00
6394.9654,2021-02-03 16:00:00
6535.9471,2021-02-03 17:00:00
6445.4581,2021-02-03 18:00:00
6304.7827,2021-02-03 19:00:00
6125.1075,2021-02-03 20:00:00
5920.2694,2021-02-03 21:00:00
5614.5261,2021-02-03 22:00:00
5286.9711,2021-02-03 23:00:00
