Load,Time Stamp
5269.0515,2021-01-29 00:00:00
5086.9829,2021-01-29 01:00:00
4959.4296,2021-01-29 02:00:00
4897.9723,2021-01-29 03:00:00
4936.6578,2021-01-29 04:00:00
5160.2012,2021-01-29 05:00:00
5567.4939,2021-01-29 06:00:00
5992.1034,2021-01-29 07:00:00
6347.7589,2021-01-29 08:00:00
6549.6367,2021-01-29 09:00:00
6653.7929,2021-01-29 10:00:00
6715.0832,2021-01-29 11:00:00
6704.6883,2021-01-29 12:00:00
6671.3366,2021-01-29 13:00:00
6630.7089,2021-01-29 14:00:00
6654.2088,2021-01-29 15:00:00
6725.2267,2021-01-29 16:00:00
6852.5998,2021-01-29 17:00:00
6828.9317,2021-01-29 18:00:00
6699.4631,2021-01-29 19:00:00
6507.9575,2021-01-29 20:00:00
6304.531999999999,2021-01-29 21:00:00
6000.7679,2021-01-29 22:00:00
5733.4156,2021-01-29 23:00:00
