"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"03/15/2020 00:00",1072,1453,493,861,829,1703,622,228,4496,527,1428,13712
"03/15/2020 01:00",1042,1425,468,837,796,1638,602,217,4312,521,1396,13254
"03/15/2020 02:00",1028,1412,454,826,779,1598,592,209,4189,518,1383,12988
"03/15/2020 03:00",1026,1409,446,825,773,1585,591,206,4131,528,1384,12904
"03/15/2020 04:00",1035,1420,446,830,773,1587,598,205,4101,528,1390,12913
"03/15/2020 05:00",1055,1449,456,849,786,1616,616,209,4155,539,1408,13138
"03/15/2020 06:00",1091,1507,473,885,817,1674,651,220,4265,559,1443,13585
"03/15/2020 07:00",1126,1566,492,917,849,1709,693,235,4384,579,1474,14024
"03/15/2020 08:00",1155,1605,517,938,875,1726,728,250,4564,592,1489,14439
"03/15/2020 09:00",1151,1616,529,945,878,1693,737,256,4714,598,1487,14604
"03/15/2020 10:00",1115,1598,532,941,851,1624,723,254,4825,605,1482,14550
"03/15/2020 11:00",1077,1571,528,936,819,1589,694,247,4912,585,1466,14424
"03/15/2020 12:00",1046,1545,521,928,792,1546,669,240,4920,570,1455,14232
"03/15/2020 13:00",1020,1508,517,914,774,1517,645,235,4900,556,1447,14033
"03/15/2020 14:00",1007,1480,514,900,771,1525,633,232,4878,549,1432,13921
"03/15/2020 15:00",1028,1475,515,898,792,1575,634,235,4882,542,1424,14000
"03/15/2020 16:00",1092,1505,528,914,838,1675,654,243,4913,546,1438,14346
"03/15/2020 17:00",1192,1571,551,952,915,1807,687,260,4979,568,1471,14953
"03/15/2020 18:00",1277,1638,577,983,982,1936,727,280,5083,581,1510,15574
"03/15/2020 19:00",1371,1745,623,1051,1061,2110,779,303,5278,606,1587,16514
"03/15/2020 20:00",1375,1780,630,1086,1078,2149,784,307,5323,610,1650,16772
"03/15/2020 21:00",1307,1722,608,1043,1029,2064,743,295,5219,586,1615,16231
"03/15/2020 22:00",1224,1639,572,986,963,1941,697,274,5008,559,1564,15427
"03/15/2020 23:00",1149,1570,531,936,896,1815,662,250,4738,543,1511,14601
"03/16/2020 00:00",1092,1530,493,922,847,1727,657,225,4458,576,1472,13999
"03/16/2020 01:00",1075,1518,476,906,824,1676,647,219,4295,581,1459,13676
"03/16/2020 02:00",1070,1515,466,903,817,1648,642,216,4195,582,1455,13509
"03/16/2020 03:00",1078,1525,463,910,820,1650,646,217,4157,581,1459,13506
"03/16/2020 04:00",1108,1567,475,935,837,1694,667,224,4216,587,1487,13797
"03/16/2020 05:00",1191,1672,512,1007,893,1823,727,248,4481,604,1560,14718
"03/16/2020 06:00",1343,1852,583,1121,1000,2058,830,286,5003,629,1684,16389
"03/16/2020 07:00",1408,1943,642,1182,1053,2186,880,308,5506,645,1755,17508
"03/16/2020 08:00",1360,1920,652,1174,1038,2167,874,306,5799,632,1754,17676
"03/16/2020 09:00",1290,1875,646,1151,999,2078,849,297,5944,619,1727,17475
"03/16/2020 10:00",1222,1839,644,1132,960,2007,823,290,5981,610,1711,17219
"03/16/2020 11:00",1172,1800,632,1110,920,1952,795,285,5976,602,1696,16940
"03/16/2020 12:00",1138,1760,621,1089,889,1897,769,278,5951,590,1667,16649
"03/16/2020 13:00",1128,1728,617,1078,880,1875,752,274,5924,585,1659,16500
"03/16/2020 14:00",1128,1695,616,1064,884,1897,738,274,5889,580,1644,16409
"03/16/2020 15:00",1149,1677,622,1054,902,1952,734,276,5902,575,1621,16464
"03/16/2020 16:00",1205,1700,630,1058,946,2040,750,283,5945,575,1616,16748
"03/16/2020 17:00",1300,1748,631,1078,998,2122,775,294,5938,582,1623,17089
"03/16/2020 18:00",1360,1779,642,1092,1040,2212,793,309,5841,583,1622,17273
"03/16/2020 19:00",1436,1854,685,1142,1116,2376,836,331,5914,594,1680,17964
"03/16/2020 20:00",1418,1862,680,1163,1122,2364,833,332,5836,599,1721,17930
"03/16/2020 21:00",1339,1772,646,1103,1069,2241,785,313,5625,581,1675,17149
"03/16/2020 22:00",1240,1657,596,1026,992,2066,728,285,5296,561,1597,16044
"03/16/2020 23:00",1155,1558,545,960,916,1896,677,255,4909,547,1507,14925
"03/17/2020 00:00",1101,1501,505,911,859,1786,652,233,4565,551,1435,14099
"03/17/2020 01:00",1078,1478,485,886,829,1718,634,222,4364,547,1401,13642
"03/17/2020 02:00",1069,1462,473,875,815,1678,623,217,4249,541,1385,13387
"03/17/2020 03:00",1073,1458,467,875,814,1666,621,214,4197,538,1382,13305
"03/17/2020 04:00",1098,1494,474,895,826,1701,639,218,4233,545,1407,13530
"03/17/2020 05:00",1169,1605,503,961,877,1817,698,237,4467,563,1483,14380
"03/17/2020 06:00",1307,1801,567,1069,975,2034,812,272,4952,590,1620,15999
"03/17/2020 07:00",1373,1903,621,1130,1034,2165,868,295,5430,609,1706,17134
"03/17/2020 08:00",1359,1897,642,1131,1056,2200,873,301,5711,602,1721,17493
"03/17/2020 09:00",1348,1892,652,1129,1064,2190,868,302,5881,592,1732,17650
"03/17/2020 10:00",1342,1890,660,1128,1063,2176,867,306,5933,586,1750,17701
"03/17/2020 11:00",1333,1874,659,1122,1059,2149,864,305,5938,578,1749,17630
"03/17/2020 12:00",1315,1846,657,1108,1038,2110,847,304,5930,569,1734,17458
"03/17/2020 13:00",1300,1829,654,1103,1023,2082,829,302,5906,565,1736,17329
"03/17/2020 14:00",1279,1797,645,1089,1009,2066,813,297,5859,558,1716,17128
"03/17/2020 15:00",1272,1770,639,1078,1002,2069,800,293,5859,551,1697,17030
"03/17/2020 16:00",1284,1774,633,1079,1007,2095,803,292,5862,552,1694,17075
"03/17/2020 17:00",1323,1794,620,1086,1017,2118,819,296,5800,557,1678,17108
"03/17/2020 18:00",1355,1815,622,1093,1040,2191,825,310,5685,562,1658,17156
"03/17/2020 19:00",1417,1887,652,1139,1101,2328,869,327,5725,577,1714,17736
"03/17/2020 20:00",1399,1893,645,1159,1104,2325,864,325,5665,586,1748,17713
"03/17/2020 21:00",1315,1803,614,1102,1045,2201,804,305,5467,559,1702,16917
"03/17/2020 22:00",1216,1678,568,1027,960,2021,734,275,5159,537,1628,15803
"03/17/2020 23:00",1131,1568,524,963,881,1845,675,244,4790,523,1541,14685
"03/18/2020 00:00",1070,1506,494,929,839,1731,641,222,4476,516,1495,13919
"03/18/2020 01:00",1051,1488,475,912,813,1667,627,214,4284,523,1472,13526
"03/18/2020 02:00",1045,1479,465,908,802,1631,620,212,4172,522,1464,13320
"03/18/2020 03:00",1052,1486,460,914,804,1627,624,211,4133,522,1466,13299
"03/18/2020 04:00",1082,1528,470,942,821,1669,647,217,4184,531,1492,13583
"03/18/2020 05:00",1162,1647,509,1013,878,1799,710,244,4445,554,1569,14530
"03/18/2020 06:00",1315,1832,582,1127,989,2045,816,285,4984,591,1698,16264
"03/18/2020 07:00",1375,1916,636,1181,1039,2163,866,305,5477,622,1766,17346
"03/18/2020 08:00",1336,1888,639,1168,1015,2115,857,302,5713,612,1759,17404
"03/18/2020 09:00",1269,1856,630,1154,974,2001,837,290,5846,594,1743,17194
"03/18/2020 10:00",1203,1832,626,1141,930,1907,819,282,5855,584,1735,16914
"03/18/2020 11:00",1152,1793,611,1125,891,1828,789,273,5832,577,1717,16588
"03/18/2020 12:00",1114,1759,602,1105,858,1762,764,265,5808,565,1686,16288
"03/18/2020 13:00",1103,1735,598,1090,851,1738,751,262,5783,561,1676,16148
"03/18/2020 14:00",1099,1703,592,1063,850,1744,734,261,5742,552,1651,15991
"03/18/2020 15:00",1117,1691,597,1056,869,1812,735,263,5760,551,1625,16076
"03/18/2020 16:00",1181,1718,604,1064,915,1930,756,272,5802,557,1622,16421
"03/18/2020 17:00",1286,1766,617,1085,980,2063,785,290,5813,576,1634,16895
"03/18/2020 18:00",1373,1809,642,1103,1051,2191,817,317,5734,587,1656,17280
"03/18/2020 19:00",1443,1894,672,1157,1115,2353,858,334,5799,608,1703,17936
"03/18/2020 20:00",1438,1914,671,1177,1129,2361,863,334,5739,619,1758,18003
"03/18/2020 21:00",1369,1839,639,1124,1080,2244,814,317,5537,599,1718,17280
"03/18/2020 22:00",1271,1722,593,1048,1002,2070,754,288,5223,573,1647,16191
"03/18/2020 23:00",1185,1621,545,984,923,1900,700,256,4860,557,1563,15094
"03/19/2020 00:00",1125,1556,507,936,870,1788,667,233,4564,562,1488,14296
"03/19/2020 01:00",1101,1529,488,912,842,1726,650,224,4370,564,1459,13865
"03/19/2020 02:00",1092,1510,478,902,829,1690,643,221,4258,562,1446,13631
"03/19/2020 03:00",1097,1516,474,903,828,1685,644,220,4214,560,1443,13584
"03/19/2020 04:00",1123,1553,482,924,844,1726,662,226,4253,566,1468,13827
"03/19/2020 05:00",1201,1662,518,991,896,1852,722,248,4497,578,1542,14707
"03/19/2020 06:00",1349,1854,588,1106,1003,2078,825,287,5000,604,1672,16366
"03/19/2020 07:00",1410,1946,642,1163,1060,2204,872,310,5487,620,1742,17456
"03/19/2020 08:00",1372,1935,656,1160,1065,2216,869,311,5771,610,1746,17711
"03/19/2020 09:00",1317,1914,657,1150,1051,2168,851,305,5942,598,1742,17695
"03/19/2020 10:00",1269,1882,662,1141,1036,2128,837,304,5994,588,1741,17582
"03/19/2020 11:00",1233,1847,656,1131,1018,2093,816,300,6002,580,1729,17405
"03/19/2020 12:00",1207,1811,649,1114,994,2055,791,296,5995,572,1712,17196
"03/19/2020 13:00",1197,1790,645,1108,984,2038,780,293,5983,566,1709,17093
"03/19/2020 14:00",1188,1761,638,1093,980,2047,764,291,5952,560,1687,16961
"03/19/2020 15:00",1199,1742,639,1082,987,2080,755,290,5952,557,1666,16949
"03/19/2020 16:00",1240,1756,641,1083,1008,2142,762,295,5968,556,1659,17110
"03/19/2020 17:00",1310,1779,636,1083,1032,2184,775,303,5924,561,1645,17232
"03/19/2020 18:00",1365,1801,642,1087,1053,2246,791,319,5788,566,1630,17288
"03/19/2020 19:00",1429,1875,675,1127,1118,2387,826,336,5824,580,1674,17851
"03/19/2020 20:00",1425,1889,671,1150,1128,2384,825,336,5749,583,1710,17850
"03/19/2020 21:00",1356,1811,641,1096,1077,2268,777,318,5549,566,1669,17128
"03/19/2020 22:00",1259,1693,594,1018,997,2092,717,288,5245,549,1589,16041
"03/19/2020 23:00",1170,1586,545,949,915,1918,664,257,4885,543,1502,14934
"03/20/2020 00:00",1107,1508,500,889,861,1796,630,230,4558,549,1437,14065
