Load,Time Stamp
807.1,2018-08-12 00:00:00
756.6,2018-08-12 01:00:00
747.0,2018-08-12 02:00:00
738.1,2018-08-12 03:00:00
728.0,2018-08-12 04:00:00
727.3,2018-08-12 05:00:00
741.8,2018-08-12 06:00:00
770.9,2018-08-12 07:00:00
865.4,2018-08-12 08:00:00
919.6,2018-08-12 09:00:00
972.0,2018-08-12 10:00:00
998.9,2018-08-12 11:00:00
1008.0,2018-08-12 12:00:00
1025.3,2018-08-12 13:00:00
1040.4,2018-08-12 14:00:00
1051.5,2018-08-12 15:00:00
1066.0,2018-08-12 16:00:00
1080.3,2018-08-12 17:00:00
1081.3,2018-08-12 18:00:00
1062.3,2018-08-12 19:00:00
1068.1,2018-08-12 20:00:00
1036.7,2018-08-12 21:00:00
959.9,2018-08-12 22:00:00
890.2,2018-08-12 23:00:00
