"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"08/26/2020","08/23/2020","Actual","ALB",83,61,72,61
"08/26/2020","08/23/2020","Actual","ART",83,64,74,61
"08/26/2020","08/23/2020","Actual","BGM",83,63,70,62
"08/26/2020","08/23/2020","Actual","BUF",87,66,71,62
"08/26/2020","08/23/2020","Actual","ELM",89,58,72,58
"08/26/2020","08/23/2020","Actual","ELZ",76,59,68,58
"08/26/2020","08/23/2020","Actual","FOK",80,63,75,63
"08/26/2020","08/23/2020","Actual","FRG",82,73,74,69
"08/26/2020","08/23/2020","Actual","GFL",87,56,75,55
"08/26/2020","08/23/2020","Actual","HPN",84,68,74,67
"08/26/2020","08/23/2020","Actual","IAG",86,65,70,63
"08/26/2020","08/23/2020","Actual","ISP",81,70,74,69
"08/26/2020","08/23/2020","Actual","ITH",90,62,71,62
"08/26/2020","08/23/2020","Actual","JFK",83,71,75,70
"08/26/2020","08/23/2020","Actual","LGA",86,77,74,70
"08/26/2020","08/23/2020","Actual","MSS",84,59,73,58
"08/26/2020","08/23/2020","Actual","MSV",84,62,73,61
"08/26/2020","08/23/2020","Actual","NYC",85,74,74,69
"08/26/2020","08/23/2020","Actual","PLB",80,58,72,56
"08/26/2020","08/23/2020","Actual","POU",90,64,74,63
"08/26/2020","08/23/2020","Actual","ROC",87,63,71,62
"08/26/2020","08/23/2020","Actual","SLK",81,47,68,46
"08/26/2020","08/23/2020","Actual","SWF",86,66,75,66
"08/26/2020","08/23/2020","Actual","SYR",90,65,73,63
"08/26/2020","08/23/2020","Actual","UCA",86,62,71,62
"08/26/2020","08/24/2020","Actual","ALB",86,61,74,61
"08/26/2020","08/24/2020","Actual","ART",85,64,73,62
"08/26/2020","08/24/2020","Actual","BGM",83,64,71,63
"08/26/2020","08/24/2020","Actual","BUF",85,68,74,64
"08/26/2020","08/24/2020","Actual","ELM",88,65,74,65
"08/26/2020","08/24/2020","Actual","ELZ",83,64,70,62
"08/26/2020","08/24/2020","Actual","FOK",85,72,75,72
"08/26/2020","08/24/2020","Actual","FRG",90,75,76,73
"08/26/2020","08/24/2020","Actual","GFL",87,60,73,59
"08/26/2020","08/24/2020","Actual","HPN",89,69,74,68
"08/26/2020","08/24/2020","Actual","IAG",86,68,74,67
"08/26/2020","08/24/2020","Actual","ISP",87,74,77,73
"08/26/2020","08/24/2020","Actual","ITH",88,63,72,63
"08/26/2020","08/24/2020","Actual","JFK",87,74,76,71
"08/26/2020","08/24/2020","Actual","LGA",93,78,74,72
"08/26/2020","08/24/2020","Actual","MSS",82,65,74,63
"08/26/2020","08/24/2020","Actual","MSV",86,65,73,64
"08/26/2020","08/24/2020","Actual","NYC",89,75,74,70
