"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"10/13/2020","10/10/2020","Actual","ALB",76,50,64,47
"10/13/2020","10/10/2020","Actual","ART",71,55,63,49
"10/13/2020","10/10/2020","Actual","BGM",76,54,63,47
"10/13/2020","10/10/2020","Actual","BUF",73,58,64,51
"10/13/2020","10/10/2020","Actual","ELM",82,47,65,44
"10/13/2020","10/10/2020","Actual","ELZ",74,56,62,49
"10/13/2020","10/10/2020","Actual","FOK",70,61,65,55
"10/13/2020","10/10/2020","Actual","FRG",69,60,63,52
"10/13/2020","10/10/2020","Actual","GFL",74,45,63,43
"10/13/2020","10/10/2020","Actual","HPN",71,56,62,50
"10/13/2020","10/10/2020","Actual","IAG",71,53,64,49
"10/13/2020","10/10/2020","Actual","ISP",69,59,64,53
"10/13/2020","10/10/2020","Actual","ITH",81,58,66,50
"10/13/2020","10/10/2020","Actual","JFK",70,59,63,53
"10/13/2020","10/10/2020","Actual","LGA",73,60,63,53
"10/13/2020","10/10/2020","Actual","MSS",73,52,63,46
"10/13/2020","10/10/2020","Actual","MSV",75,41,63,41
"10/13/2020","10/10/2020","Actual","NYC",70,59,63,52
"10/13/2020","10/10/2020","Actual","PLB",74,48,64,44
"10/13/2020","10/10/2020","Actual","POU",76,46,64,44
"10/13/2020","10/10/2020","Actual","ROC",75,57,66,51
"10/13/2020","10/10/2020","Actual","SLK",69,51,61,46
"10/13/2020","10/10/2020","Actual","SWF",77,52,65,49
"10/13/2020","10/10/2020","Actual","SYR",81,62,66,52
"10/13/2020","10/10/2020","Actual","UCA",79,50,65,46
"10/13/2020","10/11/2020","Actual","ALB",65,40,61,37
"10/13/2020","10/11/2020","Actual","ART",56,36,46,34
"10/13/2020","10/11/2020","Actual","BGM",58,44,53,42
"10/13/2020","10/11/2020","Actual","BUF",59,46,50,44
"10/13/2020","10/11/2020","Actual","ELM",65,51,60,46
"10/13/2020","10/11/2020","Actual","ELZ",60,47,53,45
"10/13/2020","10/11/2020","Actual","FOK",66,55,62,50
"10/13/2020","10/11/2020","Actual","FRG",67,60,63,52
"10/13/2020","10/11/2020","Actual","GFL",63,34,56,32
"10/13/2020","10/11/2020","Actual","HPN",65,58,61,50
"10/13/2020","10/11/2020","Actual","IAG",57,46,49,44
"10/13/2020","10/11/2020","Actual","ISP",65,58,63,53
"10/13/2020","10/11/2020","Actual","ITH",58,44,52,42
"10/13/2020","10/11/2020","Actual","JFK",68,60,63,54
