"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"01/09/2018 00:00",1336,1716,601,975,1061,2086,790,311,5429,552,1655,16512
"01/09/2018 01:00",1302,1669,579,946,1019,1994,768,298,5190,544,1617,15926
"01/09/2018 02:00",1290,1642,568,931,1001,1944,759,295,5053,540,1600,15623
"01/09/2018 03:00",1292,1642,562,933,998,1930,759,295,4998,540,1595,15544
"01/09/2018 04:00",1322,1691,571,963,1015,1969,781,302,5035,545,1619,15813
"01/09/2018 05:00",1405,1819,605,1040,1077,2099,840,326,5284,563,1694,16752
"01/09/2018 06:00",1560,2037,679,1162,1192,2352,944,370,5807,594,1836,18533
"01/09/2018 07:00",1637,2159,738,1245,1255,2513,1003,395,6324,610,1943,19822
"01/09/2018 08:00",1613,2153,740,1246,1255,2509,1003,393,6600,607,1944,20063
"01/09/2018 09:00",1632,2156,742,1252,1268,2522,1015,397,6775,604,1962,20325
"01/09/2018 10:00",1618,2158,746,1250,1248,2486,1013,391,6821,603,1967,20301
"01/09/2018 11:00",1607,2148,736,1244,1235,2455,1005,381,6826,599,1963,20199
"01/09/2018 12:00",1590,2131,729,1235,1216,2410,991,372,6804,597,1946,20021
"01/09/2018 13:00",1578,2124,723,1233,1207,2400,986,366,6799,594,1951,19961
"01/09/2018 14:00",1572,2107,721,1221,1212,2431,979,365,6783,592,1940,19923
"01/09/2018 15:00",1590,2104,736,1220,1236,2504,982,373,6833,594,1928,20100
"01/09/2018 16:00",1665,2166,770,1254,1310,2677,1022,397,6958,613,1956,20788
"01/09/2018 17:00",1762,2299,821,1334,1426,2923,1087,436,7170,633,2052,21943
"01/09/2018 18:00",1768,2321,831,1345,1452,2969,1098,453,7103,637,2081,22058
"01/09/2018 19:00",1743,2291,820,1320,1439,2925,1081,450,6963,634,2056,21722
"01/09/2018 20:00",1707,2234,796,1287,1411,2850,1050,435,6793,625,2025,21213
"01/09/2018 21:00",1633,2121,757,1222,1347,2706,994,408,6554,608,1969,20319
"01/09/2018 22:00",1530,1984,698,1136,1253,2497,931,372,6208,591,1879,19079
"01/09/2018 23:00",1439,1870,643,1064,1159,2277,873,338,5779,581,1781,17804
"01/10/2018 00:00",1335,1760,598,1002,1061,2072,791,301,5338,560,1683,16501
"01/10/2018 01:00",1304,1714,576,973,1024,1989,767,291,5109,555,1646,15948
"01/10/2018 02:00",1297,1691,565,957,1013,1944,761,288,4978,554,1626,15674
"01/10/2018 03:00",1305,1690,561,958,1015,1933,765,289,4925,556,1617,15614
"01/10/2018 04:00",1341,1736,573,985,1037,1974,792,298,4973,563,1636,15908
"01/10/2018 05:00",1432,1865,614,1059,1108,2107,862,325,5240,581,1710,16903
"01/10/2018 06:00",1605,2090,697,1183,1231,2369,977,369,5787,609,1852,18769
"01/10/2018 07:00",1683,2203,762,1259,1296,2529,1034,395,6332,623,1954,20070
"01/10/2018 08:00",1648,2181,763,1254,1292,2519,1027,393,6618,617,1951,20263
"01/10/2018 09:00",1666,2166,767,1257,1297,2519,1044,396,6790,612,1964,20478
"01/10/2018 10:00",1644,2150,774,1258,1285,2498,1032,391,6847,607,1967,20453
"01/10/2018 11:00",1627,2124,769,1247,1273,2469,1013,383,6857,603,1953,20318
"01/10/2018 12:00",1604,2091,766,1229,1254,2448,989,377,6840,597,1929,20124
"01/10/2018 13:00",1595,2081,761,1222,1244,2446,978,371,6824,591,1930,20043
"01/10/2018 14:00",1584,2059,755,1211,1241,2460,964,368,6796,589,1913,19940
"01/10/2018 15:00",1592,2056,765,1212,1259,2518,963,374,6840,588,1899,20066
"01/10/2018 16:00",1657,2117,792,1237,1324,2675,1000,395,6963,598,1926,20684
"01/10/2018 17:00",1733,2227,830,1301,1421,2891,1051,425,7143,609,2006,21637
"01/10/2018 18:00",1723,2227,831,1293,1432,2911,1052,436,7029,607,2006,21547
"01/10/2018 19:00",1688,2185,815,1261,1408,2845,1028,429,6855,600,1971,21085
"01/10/2018 20:00",1646,2115,789,1224,1367,2757,990,416,6651,591,1930,20476
