Load,Time Stamp
919.6,2018-03-04 00:00:00
888.8,2018-03-04 01:00:00
869.5,2018-03-04 02:00:00
853.9,2018-03-04 03:00:00
854.3,2018-03-04 04:00:00
872.1,2018-03-04 05:00:00
915.7,2018-03-04 06:00:00
952.6,2018-03-04 07:00:00
1002.4,2018-03-04 08:00:00
1036.2,2018-03-04 09:00:00
1060.0,2018-03-04 10:00:00
1060.6,2018-03-04 11:00:00
1058.4,2018-03-04 12:00:00
1028.0,2018-03-04 13:00:00
1016.6,2018-03-04 14:00:00
1030.0,2018-03-04 15:00:00
1072.4,2018-03-04 16:00:00
1147.2,2018-03-04 17:00:00
1229.0,2018-03-04 18:00:00
1218.2,2018-03-04 19:00:00
1178.9,2018-03-04 20:00:00
1116.4,2018-03-04 21:00:00
1044.7,2018-03-04 22:00:00
970.7,2018-03-04 23:00:00
