Load,Time Stamp
1889.2,2019-02-15 00:00:00
1817.1,2019-02-15 01:00:00
1771.8,2019-02-15 02:00:00
1760.6,2019-02-15 03:00:00
1794.7,2019-02-15 04:00:00
1905.6,2019-02-15 05:00:00
2109.4,2019-02-15 06:00:00
2240.7,2019-02-15 07:00:00
2278.0,2019-02-15 08:00:00
2263.8,2019-02-15 09:00:00
2329.1,2019-02-15 10:00:00
2353.5,2019-02-15 11:00:00
2340.6,2019-02-15 12:00:00
2287.5,2019-02-15 13:00:00
2230.3,2019-02-15 14:00:00
2201.7,2019-02-15 15:00:00
2312.7,2019-02-15 16:00:00
2487.8,2019-02-15 17:00:00
2551.9,2019-02-15 18:00:00
2485.5,2019-02-15 19:00:00
2398.6,2019-02-15 20:00:00
2277.7,2019-02-15 21:00:00
2119.4,2019-02-15 22:00:00
1950.8,2019-02-15 23:00:00
