Load,Time Stamp
566.134,2020-10-30 00:00:00
563.4452,2020-10-30 01:00:00
559.7245,2020-10-30 02:00:00
558.4274,2020-10-30 03:00:00
567.9985,2020-10-30 04:00:00
581.8375,2020-10-30 05:00:00
609.0569,2020-10-30 06:00:00
631.1372,2020-10-30 07:00:00
630.3919,2020-10-30 08:00:00
632.0909,2020-10-30 09:00:00
628.0217,2020-10-30 10:00:00
620.4076,2020-10-30 11:00:00
608.2176,2020-10-30 12:00:00
603.1017,2020-10-30 13:00:00
597.5675,2020-10-30 14:00:00
594.3969,2020-10-30 15:00:00
606.9608,2020-10-30 16:00:00
624.086,2020-10-30 17:00:00
640.1362,2020-10-30 18:00:00
638.8881,2020-10-30 19:00:00
633.3301,2020-10-30 20:00:00
622.9267,2020-10-30 21:00:00
612.8005,2020-10-30 22:00:00
603.2182,2020-10-30 23:00:00
