Load,Time Stamp
1540.1,2018-12-03 00:00:00
1518.9,2018-12-03 01:00:00
1511.4,2018-12-03 02:00:00
1531.4,2018-12-03 03:00:00
1555.6,2018-12-03 04:00:00
1650.7,2018-12-03 05:00:00
1799.7,2018-12-03 06:00:00
1893.3,2018-12-03 07:00:00
1911.1,2018-12-03 08:00:00
1938.6,2018-12-03 09:00:00
1969.9,2018-12-03 10:00:00
1977.3,2018-12-03 11:00:00
1974.6,2018-12-03 12:00:00
1998.0,2018-12-03 13:00:00
2001.7,2018-12-03 14:00:00
2012.0,2018-12-03 15:00:00
2073.6,2018-12-03 16:00:00
2136.5,2018-12-03 17:00:00
2137.3,2018-12-03 18:00:00
2119.4,2018-12-03 19:00:00
2065.7,2018-12-03 20:00:00
2005.9,2018-12-03 21:00:00
1903.2,2018-12-03 22:00:00
1793.6,2018-12-03 23:00:00
