"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"12/17/2018 00:00",1115,1610,521,942,898,1813,652,255,4760,545,1521,14632
"12/17/2018 01:00",1083,1569,496,915,863,1712,632,243,4557,539,1488,14097
"12/17/2018 02:00",1071,1548,485,903,848,1661,623,238,4436,535,1473,13821
"12/17/2018 03:00",1073,1549,481,905,845,1646,626,237,4387,534,1470,13753
"12/17/2018 04:00",1101,1591,490,930,860,1683,647,243,4430,540,1497,14012
"12/17/2018 05:00",1182,1706,530,1005,919,1812,707,264,4679,558,1575,14937
"12/17/2018 06:00",1332,1907,606,1124,1025,2062,812,301,5198,590,1719,16676
"12/17/2018 07:00",1425,2031,671,1206,1100,2238,877,327,5726,607,1830,18038
"12/17/2018 08:00",1432,2043,684,1218,1123,2288,886,332,6055,606,1851,18518
"12/17/2018 09:00",1434,2050,691,1229,1131,2300,889,333,6268,605,1867,18797
"12/17/2018 10:00",1434,2057,695,1239,1132,2293,890,333,6350,604,1881,18908
"12/17/2018 11:00",1432,2055,689,1243,1126,2244,886,329,6366,602,1885,18857
"12/17/2018 12:00",1422,2041,683,1237,1112,2212,877,326,6357,599,1875,18741
"12/17/2018 13:00",1417,2037,682,1238,1108,2204,873,324,6350,597,1879,18709
"12/17/2018 14:00",1411,2022,682,1233,1109,2225,869,325,6337,596,1871,18680
"12/17/2018 15:00",1426,2032,695,1238,1126,2293,877,332,6382,602,1867,18870
"12/17/2018 16:00",1522,2121,741,1294,1208,2529,933,358,6553,623,1927,19809
"12/17/2018 17:00",1621,2243,797,1380,1310,2813,996,390,6744,641,2040,20975
"12/17/2018 18:00",1621,2247,806,1377,1322,2863,1001,400,6626,639,2046,20948
"12/17/2018 19:00",1592,2217,794,1354,1306,2818,984,397,6480,633,2027,20602
"12/17/2018 20:00",1542,2161,767,1316,1272,2734,949,385,6303,622,1988,20039
"12/17/2018 21:00",1456,2059,726,1251,1206,2586,889,364,6076,604,1924,19141
"12/17/2018 22:00",1340,1921,662,1161,1109,2346,818,330,5741,582,1823,17833
"12/17/2018 23:00",1236,1792,596,1073,1011,2087,755,296,5325,568,1701,16440
"12/18/2018 00:00",1185,1703,549,1004,958,1946,718,276,4972,574,1596,15481
"12/18/2018 01:00",1151,1655,525,970,922,1847,695,263,4735,571,1550,14884
"12/18/2018 02:00",1138,1626,511,954,905,1793,685,258,4594,568,1528,14560
"12/18/2018 03:00",1139,1624,506,954,901,1776,687,257,4533,568,1522,14467
"12/18/2018 04:00",1169,1666,515,978,916,1813,708,263,4566,574,1545,14713
"12/18/2018 05:00",1252,1783,553,1049,974,1940,771,284,4806,591,1621,15624
"12/18/2018 06:00",1410,1990,633,1168,1083,2191,882,322,5342,619,1762,17402
"12/18/2018 07:00",1506,2112,699,1247,1157,2361,945,347,5890,635,1865,18764
"12/18/2018 08:00",1509,2119,710,1253,1176,2399,949,351,6225,633,1876,19200
"12/18/2018 09:00",1505,2119,715,1257,1180,2401,947,350,6434,632,1884,19424
"12/18/2018 10:00",1503,2124,718,1260,1177,2386,946,350,6514,630,1894,19502
"12/18/2018 11:00",1482,2111,708,1255,1158,2339,934,343,6527,625,1889,19371
"12/18/2018 12:00",1465,2091,701,1245,1141,2302,921,338,6518,622,1874,19218
"12/18/2018 13:00",1457,2085,699,1243,1137,2292,914,337,6510,619,1877,19170
"12/18/2018 14:00",1454,2070,698,1236,1142,2319,910,337,6497,619,1866,19148
"12/18/2018 15:00",1477,2079,713,1242,1166,2392,918,346,6545,624,1862,19364
"12/18/2018 16:00",1586,2174,762,1299,1255,2634,980,375,6719,643,1923,20350
"12/18/2018 17:00",1698,2306,823,1390,1365,2927,1048,410,6922,659,2037,21585
"12/18/2018 18:00",1700,2307,830,1388,1379,2979,1050,420,6799,659,2039,21550
"12/18/2018 19:00",1672,2274,817,1364,1363,2929,1034,415,6640,655,2019,21182
"12/18/2018 20:00",1626,2221,792,1328,1333,2847,1003,403,6458,646,1983,20640
"12/18/2018 21:00",1541,2120,753,1265,1270,2701,946,382,6230,631,1920,19759
"12/18/2018 22:00",1417,1973,688,1171,1168,2456,870,349,5888,611,1819,18410
"12/18/2018 23:00",1306,1837,621,1081,1064,2188,801,313,5465,595,1700,16971
"12/19/2018 00:00",1253,1742,585,1018,1002,2025,752,287,5134,588,1614,16000
"12/19/2018 01:00",1221,1695,561,985,967,1924,729,275,4898,583,1572,15410
"12/19/2018 02:00",1208,1670,547,970,951,1868,720,270,4752,580,1550,15086
"12/19/2018 03:00",1210,1667,542,969,947,1849,722,269,4687,580,1544,14986
"12/19/2018 04:00",1238,1704,550,991,962,1882,742,274,4711,586,1563,15203
"12/19/2018 05:00",1319,1816,586,1060,1020,2005,801,295,4939,604,1635,16080
"12/19/2018 06:00",1471,2010,664,1174,1127,2249,904,333,5463,634,1770,17799
"12/19/2018 07:00",1558,2117,726,1245,1195,2410,958,357,5993,649,1866,19074
"12/19/2018 08:00",1547,2106,733,1242,1205,2432,953,358,6303,643,1870,19392
"12/19/2018 09:00",1525,2084,734,1237,1197,2415,942,355,6490,636,1871,19486
