"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"02/17/2021 00:00:00","EST","CAPITL",61757,1362.728
"02/17/2021 00:00:00","EST","CENTRL",61754,1891.7877
"02/17/2021 00:00:00","EST","DUNWOD",61760,577.3795
"02/17/2021 00:00:00","EST","GENESE",61753,1104.6093
"02/17/2021 00:00:00","EST","HUD VL",61758,994.2387
"02/17/2021 00:00:00","EST","LONGIL",61762,1921.921
"02/17/2021 00:00:00","EST","MHK VL",61756,937.0051
"02/17/2021 00:00:00","EST","MILLWD",61759,322.0466
"02/17/2021 00:00:00","EST","N.Y.C.",61761,4799.2309
"02/17/2021 00:00:00","EST","NORTH",61755,674.5167
"02/17/2021 00:00:00","EST","WEST",61752,1676.6117
"02/17/2021 01:00:00","EST","CAPITL",61757,1348.0826
"02/17/2021 01:00:00","EST","CENTRL",61754,1872.1213
"02/17/2021 01:00:00","EST","DUNWOD",61760,566.237
"02/17/2021 01:00:00","EST","GENESE",61753,1090.6252
"02/17/2021 01:00:00","EST","HUD VL",61758,972.4825
"02/17/2021 01:00:00","EST","LONGIL",61762,1876.7457
"02/17/2021 01:00:00","EST","MHK VL",61756,923.2455
"02/17/2021 01:00:00","EST","MILLWD",61759,323.0625
"02/17/2021 01:00:00","EST","N.Y.C.",61761,4666.4947
"02/17/2021 01:00:00","EST","NORTH",61755,668.0091
"02/17/2021 01:00:00","EST","WEST",61752,1654.0603
"02/17/2021 02:00:00","EST","CAPITL",61757,1333.8291
"02/17/2021 02:00:00","EST","CENTRL",61754,1845.6879
"02/17/2021 02:00:00","EST","DUNWOD",61760,555.9301
"02/17/2021 02:00:00","EST","GENESE",61753,1081.1892
"02/17/2021 02:00:00","EST","HUD VL",61758,965.1479
"02/17/2021 02:00:00","EST","LONGIL",61762,1850.1054
"02/17/2021 02:00:00","EST","MHK VL",61756,915.1281
"02/17/2021 02:00:00","EST","MILLWD",61759,327.8923
"02/17/2021 02:00:00","EST","N.Y.C.",61761,4581.0115
"02/17/2021 02:00:00","EST","NORTH",61755,667.7168
"02/17/2021 02:00:00","EST","WEST",61752,1648.7044
"02/17/2021 03:00:00","EST","CAPITL",61757,1342.0521
"02/17/2021 03:00:00","EST","CENTRL",61754,1860.1473
"02/17/2021 03:00:00","EST","DUNWOD",61760,551.0265
"02/17/2021 03:00:00","EST","GENESE",61753,1084.8115
"02/17/2021 03:00:00","EST","HUD VL",61758,969.9902
"02/17/2021 03:00:00","EST","LONGIL",61762,1854.8535
"02/17/2021 03:00:00","EST","MHK VL",61756,920.4423
"02/17/2021 03:00:00","EST","MILLWD",61759,328.3589
"02/17/2021 03:00:00","EST","N.Y.C.",61761,4553.0989
"02/17/2021 03:00:00","EST","NORTH",61755,667.9966
"02/17/2021 03:00:00","EST","WEST",61752,1648.7312
"02/17/2021 04:00:00","EST","CAPITL",61757,1378.7586
"02/17/2021 04:00:00","EST","CENTRL",61754,1902.7935
"02/17/2021 04:00:00","EST","DUNWOD",61760,562.0733
"02/17/2021 04:00:00","EST","GENESE",61753,1109.7657
"02/17/2021 04:00:00","EST","HUD VL",61758,987.057
"02/17/2021 04:00:00","EST","LONGIL",61762,1902.5749
"02/17/2021 04:00:00","EST","MHK VL",61756,938.269
"02/17/2021 04:00:00","EST","MILLWD",61759,337.7188
"02/17/2021 04:00:00","EST","N.Y.C.",61761,4581.8283
"02/17/2021 04:00:00","EST","NORTH",61755,676.2979
"02/17/2021 04:00:00","EST","WEST",61752,1673.2804
"02/17/2021 05:00:00","EST","CAPITL",61757,1445.4887
"02/17/2021 05:00:00","EST","CENTRL",61754,1991.1102
"02/17/2021 05:00:00","EST","DUNWOD",61760,589.5315
"02/17/2021 05:00:00","EST","GENESE",61753,1165.4726
"02/17/2021 05:00:00","EST","HUD VL",61758,1035.1436
"02/17/2021 05:00:00","EST","LONGIL",61762,2011.3689
"02/17/2021 05:00:00","EST","MHK VL",61756,989.6039
"02/17/2021 05:00:00","EST","MILLWD",61759,357.413
"02/17/2021 05:00:00","EST","N.Y.C.",61761,4780.6177
"02/17/2021 05:00:00","EST","NORTH",61755,688.4399
"02/17/2021 05:00:00","EST","WEST",61752,1725.5002
"02/17/2021 06:00:00","EST","CAPITL",61757,1549.7282
"02/17/2021 06:00:00","EST","CENTRL",61754,2152.296
"02/17/2021 06:00:00","EST","DUNWOD",61760,635.1329
"02/17/2021 06:00:00","EST","GENESE",61753,1248.3453
"02/17/2021 06:00:00","EST","HUD VL",61758,1116.5555
"02/17/2021 06:00:00","EST","LONGIL",61762,2162.7106
"02/17/2021 06:00:00","EST","MHK VL",61756,1072.2234
"02/17/2021 06:00:00","EST","MILLWD",61759,387.4312
"02/17/2021 06:00:00","EST","N.Y.C.",61761,5176.0648
"02/17/2021 06:00:00","EST","NORTH",61755,718.1632
"02/17/2021 06:00:00","EST","WEST",61752,1828.2628
"02/17/2021 07:00:00","EST","CAPITL",61757,1614.7445
"02/17/2021 07:00:00","EST","CENTRL",61754,2232.8162
"02/17/2021 07:00:00","EST","DUNWOD",61760,674.9654
"02/17/2021 07:00:00","EST","GENESE",61753,1308.8739
"02/17/2021 07:00:00","EST","HUD VL",61758,1165.8448
"02/17/2021 07:00:00","EST","LONGIL",61762,2257.0616
"02/17/2021 07:00:00","EST","MHK VL",61756,1131.9212
"02/17/2021 07:00:00","EST","MILLWD",61759,415.5271
"02/17/2021 07:00:00","EST","N.Y.C.",61761,5568.4672
"02/17/2021 07:00:00","EST","NORTH",61755,730.1191
"02/17/2021 07:00:00","EST","WEST",61752,1902.8184
"02/17/2021 08:00:00","EST","CAPITL",61757,1602.3748
"02/17/2021 08:00:00","EST","CENTRL",61754,2230.2131
"02/17/2021 08:00:00","EST","DUNWOD",61760,708.3768
"02/17/2021 08:00:00","EST","GENESE",61753,1336.4906
"02/17/2021 08:00:00","EST","HUD VL",61758,1147.9932
"02/17/2021 08:00:00","EST","LONGIL",61762,2295.518
"02/17/2021 08:00:00","EST","MHK VL",61756,1144.9145
"02/17/2021 08:00:00","EST","MILLWD",61759,425.0887
"02/17/2021 08:00:00","EST","N.Y.C.",61761,5928.705
"02/17/2021 08:00:00","EST","NORTH",61755,723.8267
"02/17/2021 08:00:00","EST","WEST",61752,1947.7062
"02/17/2021 09:00:00","EST","CAPITL",61757,1561.0406
"02/17/2021 09:00:00","EST","CENTRL",61754,2180.3425
"02/17/2021 09:00:00","EST","DUNWOD",61760,714.24
"02/17/2021 09:00:00","EST","GENESE",61753,1333.1173
"02/17/2021 09:00:00","EST","HUD VL",61758,1122.3051
"02/17/2021 09:00:00","EST","LONGIL",61762,2338.172
"02/17/2021 09:00:00","EST","MHK VL",61756,1118.9681
"02/17/2021 09:00:00","EST","MILLWD",61759,426.9058
"02/17/2021 09:00:00","EST","N.Y.C.",61761,6125.1971
"02/17/2021 09:00:00","EST","NORTH",61755,716.513
"02/17/2021 09:00:00","EST","WEST",61752,1924.1261
"02/17/2021 10:00:00","EST","CAPITL",61757,1533.4674
"02/17/2021 10:00:00","EST","CENTRL",61754,2128.4844
