Load Forecast,Time Stamp
2002,2020-01-10 00:00:00
1912,2020-01-10 01:00:00
1854,2020-01-10 02:00:00
1832,2020-01-10 03:00:00
1860,2020-01-10 04:00:00
1970,2020-01-10 05:00:00
2194,2020-01-10 06:00:00
2348,2020-01-10 07:00:00
2353,2020-01-10 08:00:00
2329,2020-01-10 09:00:00
2308,2020-01-10 10:00:00
2286,2020-01-10 11:00:00
2261,2020-01-10 12:00:00
2273,2020-01-10 13:00:00
2298,2020-01-10 14:00:00
2367,2020-01-10 15:00:00
2489,2020-01-10 16:00:00
2643,2020-01-10 17:00:00
2619,2020-01-10 18:00:00
2536,2020-01-10 19:00:00
2455,2020-01-10 20:00:00
2332,2020-01-10 21:00:00
2173,2020-01-10 22:00:00
2005,2020-01-10 23:00:00
1872,2020-01-11 00:00:00
1771,2020-01-11 01:00:00
1709,2020-01-11 02:00:00
1676,2020-01-11 03:00:00
1676,2020-01-11 04:00:00
1711,2020-01-11 05:00:00
1801,2020-01-11 06:00:00
1886,2020-01-11 07:00:00
1957,2020-01-11 08:00:00
2019,2020-01-11 09:00:00
2035,2020-01-11 10:00:00
2053,2020-01-11 11:00:00
2040,2020-01-11 12:00:00
2046,2020-01-11 13:00:00
2066,2020-01-11 14:00:00
2121,2020-01-11 15:00:00
2232,2020-01-11 16:00:00
2404,2020-01-11 17:00:00
2392,2020-01-11 18:00:00
2315,2020-01-11 19:00:00
2254,2020-01-11 20:00:00
2160,2020-01-11 21:00:00
2041,2020-01-11 22:00:00
1908,2020-01-11 23:00:00
1777,2020-01-12 00:00:00
1675,2020-01-12 01:00:00
1610,2020-01-12 02:00:00
1572,2020-01-12 03:00:00
1567,2020-01-12 04:00:00
1592,2020-01-12 05:00:00
1659,2020-01-12 06:00:00
1719,2020-01-12 07:00:00
1793,2020-01-12 08:00:00
1876,2020-01-12 09:00:00
1915,2020-01-12 10:00:00
1943,2020-01-12 11:00:00
1951,2020-01-12 12:00:00
1966,2020-01-12 13:00:00
1986,2020-01-12 14:00:00
2045,2020-01-12 15:00:00
2176,2020-01-12 16:00:00
2402,2020-01-12 17:00:00
2416,2020-01-12 18:00:00
2364,2020-01-12 19:00:00
2301,2020-01-12 20:00:00
2171,2020-01-12 21:00:00
2011,2020-01-12 22:00:00
1848,2020-01-12 23:00:00
1673,2020-01-13 00:00:00
1610,2020-01-13 01:00:00
1579,2020-01-13 02:00:00
1576,2020-01-13 03:00:00
1623,2020-01-13 04:00:00
1757,2020-01-13 05:00:00
2003,2020-01-13 06:00:00
2169,2020-01-13 07:00:00
2180,2020-01-13 08:00:00
2152,2020-01-13 09:00:00
2125,2020-01-13 10:00:00
2101,2020-01-13 11:00:00
2088,2020-01-13 12:00:00
2122,2020-01-13 13:00:00
2165,2020-01-13 14:00:00
2250,2020-01-13 15:00:00
2402,2020-01-13 16:00:00
2610,2020-01-13 17:00:00
2611,2020-01-13 18:00:00
2545,2020-01-13 19:00:00
2439,2020-01-13 20:00:00
2281,2020-01-13 21:00:00
2079,2020-01-13 22:00:00
1896,2020-01-13 23:00:00
1766,2020-01-14 00:00:00
1698,2020-01-14 01:00:00
1659,2020-01-14 02:00:00
1651,2020-01-14 03:00:00
1696,2020-01-14 04:00:00
1827,2020-01-14 05:00:00
2077,2020-01-14 06:00:00
2232,2020-01-14 07:00:00
2229,2020-01-14 08:00:00
2184,2020-01-14 09:00:00
2138,2020-01-14 10:00:00
2097,2020-01-14 11:00:00
2056,2020-01-14 12:00:00
2073,2020-01-14 13:00:00
2098,2020-01-14 14:00:00
2180,2020-01-14 15:00:00
2320,2020-01-14 16:00:00
2561,2020-01-14 17:00:00
2589,2020-01-14 18:00:00
2531,2020-01-14 19:00:00
2437,2020-01-14 20:00:00
2270,2020-01-14 21:00:00
2060,2020-01-14 22:00:00
1871,2020-01-14 23:00:00
1758,2020-01-15 00:00:00
1696,2020-01-15 01:00:00
1658,2020-01-15 02:00:00
1652,2020-01-15 03:00:00
1695,2020-01-15 04:00:00
1827,2020-01-15 05:00:00
2075,2020-01-15 06:00:00
2230,2020-01-15 07:00:00
2225,2020-01-15 08:00:00
2180,2020-01-15 09:00:00
2104,2020-01-15 10:00:00
2056,2020-01-15 11:00:00
1988,2020-01-15 12:00:00
2007,2020-01-15 13:00:00
2046,2020-01-15 14:00:00
2148,2020-01-15 15:00:00
2302,2020-01-15 16:00:00
2549,2020-01-15 17:00:00
2591,2020-01-15 18:00:00
2539,2020-01-15 19:00:00
2461,2020-01-15 20:00:00
2305,2020-01-15 21:00:00
2099,2020-01-15 22:00:00
1913,2020-01-15 23:00:00
