"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"03/17/2018 00:00",1221,1679,579,950,949,2009,724,277,5039,536,1660,15623
"03/17/2018 01:00",1190,1640,557,923,918,1931,702,265,4826,532,1622,15106
"03/17/2018 02:00",1172,1615,541,908,902,1884,688,261,4686,530,1601,14788
"03/17/2018 03:00",1167,1607,533,903,899,1865,684,259,4614,532,1589,14652
"03/17/2018 04:00",1176,1614,534,911,904,1873,691,262,4593,537,1592,14687
"03/17/2018 05:00",1203,1656,547,934,924,1918,713,274,4658,550,1616,14993
"03/17/2018 06:00",1257,1726,570,980,963,2007,753,289,4807,567,1662,15581
"03/17/2018 07:00",1293,1799,595,1017,990,2063,799,303,4977,586,1699,16121
"03/17/2018 08:00",1338,1859,619,1049,1009,2105,848,311,5189,605,1727,16659
"03/17/2018 09:00",1361,1904,633,1084,1010,2151,879,306,5429,618,1766,17141
"03/17/2018 10:00",1355,1910,631,1090,985,2103,883,300,5528,624,1771,17180
"03/17/2018 11:00",1333,1889,619,1080,955,2054,875,292,5534,624,1758,17013
"03/17/2018 12:00",1319,1852,607,1058,926,1999,858,283,5501,618,1736,16757
"03/17/2018 13:00",1299,1815,593,1039,904,1958,835,275,5436,610,1711,16475
"03/17/2018 14:00",1278,1784,583,1020,895,1938,820,270,5363,603,1690,16244
"03/17/2018 15:00",1276,1763,581,1008,907,1951,814,269,5340,596,1674,16179
"03/17/2018 16:00",1301,1762,586,1001,939,1998,822,278,5332,593,1662,16274
"03/17/2018 17:00",1346,1770,596,1008,984,2085,839,296,5362,597,1670,16553
"03/17/2018 18:00",1384,1803,612,1018,1034,2179,859,315,5426,602,1686,16918
"03/17/2018 19:00",1445,1892,655,1070,1104,2327,897,335,5593,613,1747,17678
"03/17/2018 20:00",1449,1938,664,1108,1116,2344,904,339,5628,614,1810,17914
"03/17/2018 21:00",1404,1897,654,1076,1085,2285,869,329,5531,603,1787,17520
"03/17/2018 22:00",1350,1828,631,1031,1039,2195,824,308,5385,593,1742,16926
"03/17/2018 23:00",1293,1756,601,983,987,2078,779,286,5177,580,1682,16202
"03/18/2018 00:00",1256,1690,578,931,950,1966,735,275,4945,552,1619,15497
"03/18/2018 01:00",1231,1658,556,905,920,1895,716,265,4752,548,1585,15031
"03/18/2018 02:00",1218,1642,542,891,904,1852,706,261,4612,546,1568,14742
"03/18/2018 03:00",1219,1638,534,890,904,1836,706,259,4545,550,1561,14642
"03/18/2018 04:00",1231,1648,537,898,911,1844,716,263,4525,554,1562,14689
"03/18/2018 05:00",1256,1683,550,917,931,1882,739,274,4581,564,1581,14958
"03/18/2018 06:00",1297,1750,568,954,969,1942,776,287,4695,580,1616,15434
"03/18/2018 07:00",1321,1803,583,978,991,1959,815,294,4802,595,1637,15778
"03/18/2018 08:00",1357,1859,599,1004,1013,1982,861,299,4984,609,1652,16219
"03/18/2018 09:00",1363,1882,612,1031,1028,2015,895,295,5201,621,1678,16621
"03/18/2018 10:00",1344,1873,614,1027,1005,1980,892,291,5326,621,1675,16648
"03/18/2018 11:00",1322,1850,606,1018,971,1934,878,284,5375,615,1665,16518
"03/18/2018 12:00",1309,1820,598,1002,943,1893,854,276,5376,606,1647,16324
"03/18/2018 13:00",1286,1785,589,990,923,1872,827,271,5349,598,1630,16120
"03/18/2018 14:00",1276,1759,583,980,920,1871,810,267,5304,587,1612,15969
"03/18/2018 15:00",1296,1759,585,978,937,1904,809,268,5309,581,1606,16032
"03/18/2018 16:00",1340,1779,594,986,975,1981,821,278,5318,578,1612,16262
"03/18/2018 17:00",1398,1815,610,1002,1024,2095,840,298,5375,580,1631,16668
"03/18/2018 18:00",1435,1854,631,1017,1076,2201,863,320,5476,586,1649,17108
"03/18/2018 19:00",1501,1945,677,1072,1148,2365,904,342,5670,597,1713,17934
"03/18/2018 20:00",1501,1977,688,1112,1156,2384,909,346,5725,598,1777,18173
"03/18/2018 21:00",1427,1896,668,1069,1107,2295,861,332,5617,587,1747,17606
"03/18/2018 22:00",1345,1791,628,1013,1043,2162,803,304,5402,572,1692,16755
"03/18/2018 23:00",1277,1702,585,959,978,2010,757,276,5104,559,1632,15839
"03/19/2018 00:00",1252,1668,553,932,942,1892,730,250,4802,536,1577,15134
"03/19/2018 01:00",1236,1655,536,916,919,1836,722,244,4629,536,1558,14787
"03/19/2018 02:00",1231,1650,528,910,911,1808,720,244,4520,535,1553,14610
"03/19/2018 03:00",1241,1662,525,919,916,1809,726,245,4489,539,1557,14628
"03/19/2018 04:00",1271,1710,536,950,935,1849,748,253,4541,546,1583,14922
"03/19/2018 05:00",1348,1829,575,1023,989,1972,808,276,4793,564,1659,15836
"03/19/2018 06:00",1486,2032,645,1142,1089,2194,906,311,5291,593,1793,17482
"03/19/2018 07:00",1543,2128,697,1204,1136,2316,956,330,5781,609,1878,18578
"03/19/2018 08:00",1522,2118,702,1212,1130,2314,960,328,6086,606,1889,18867
"03/19/2018 09:00",1493,2090,699,1213,1108,2276,954,320,6273,605,1902,18933
"03/19/2018 10:00",1461,2067,692,1207,1071,2214,938,311,6304,600,1899,18764
"03/19/2018 11:00",1437,2028,675,1192,1030,2148,918,301,6282,594,1887,18492
"03/19/2018 12:00",1414,1988,661,1170,992,2082,894,291,6242,587,1860,18181
"03/19/2018 13:00",1401,1966,652,1153,974,2045,879,285,6205,578,1851,17989
"03/19/2018 14:00",1391,1938,648,1135,971,2039,864,282,6169,571,1829,17837
"03/19/2018 15:00",1391,1915,655,1121,988,2080,859,285,6184,567,1803,17848
"03/19/2018 16:00",1413,1922,659,1116,1021,2153,865,291,6197,566,1790,17993
"03/19/2018 17:00",1452,1950,663,1124,1065,2249,879,304,6201,567,1791,18245
"03/19/2018 18:00",1494,1995,682,1146,1117,2358,902,323,6141,573,1808,18539
"03/19/2018 19:00",1557,2080,724,1197,1191,2512,938,342,6219,584,1866,19210
"03/19/2018 20:00",1557,2106,726,1224,1201,2516,943,345,6170,585,1910,19283
"03/19/2018 21:00",1486,2020,692,1172,1151,2399,904,329,5971,572,1873,18569
"03/19/2018 22:00",1397,1895,640,1097,1076,2218,845,300,5646,557,1796,17467
"03/19/2018 23:00",1322,1794,588,1033,1004,2032,794,271,5233,546,1712,16329
"03/20/2018 00:00",1284,1749,558,998,958,1914,774,256,4881,540,1668,15580
