Load,Time Stamp
560.9,2020-01-17 00:00:00
545.4,2020-01-17 01:00:00
537.0,2020-01-17 02:00:00
535.7,2020-01-17 03:00:00
545.8,2020-01-17 04:00:00
583.9,2020-01-17 05:00:00
654.5,2020-01-17 06:00:00
716.8,2020-01-17 07:00:00
723.1,2020-01-17 08:00:00
726.6,2020-01-17 09:00:00
728.5,2020-01-17 10:00:00
721.7,2020-01-17 11:00:00
721.6,2020-01-17 12:00:00
718.9,2020-01-17 13:00:00
718.4,2020-01-17 14:00:00
726.7,2020-01-17 15:00:00
749.7,2020-01-17 16:00:00
794.2,2020-01-17 17:00:00
805.9,2020-01-17 18:00:00
786.8,2020-01-17 19:00:00
765.9,2020-01-17 20:00:00
739.3,2020-01-17 21:00:00
696.1,2020-01-17 22:00:00
652.6,2020-01-17 23:00:00
