Load,Time Stamp
672.8888,2020-09-17 00:00:00
645.2363,2020-09-17 01:00:00
630.9036,2020-09-17 02:00:00
620.9826,2020-09-17 03:00:00
631.4036,2020-09-17 04:00:00
665.919,2020-09-17 05:00:00
753.675,2020-09-17 06:00:00
799.8318,2020-09-17 07:00:00
823.4453,2020-09-17 08:00:00
835.6892,2020-09-17 09:00:00
830.9213,2020-09-17 10:00:00
809.5231,2020-09-17 11:00:00
807.2164,2020-09-17 12:00:00
819.2591,2020-09-17 13:00:00
809.4532,2020-09-17 14:00:00
804.0686,2020-09-17 15:00:00
817.2260000000001,2020-09-17 16:00:00
841.4501,2020-09-17 17:00:00
860.9667,2020-09-17 18:00:00
886.3628,2020-09-17 19:00:00
852.0677,2020-09-17 20:00:00
797.9138,2020-09-17 21:00:00
741.7235,2020-09-17 22:00:00
685.1453,2020-09-17 23:00:00
