Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
01/08/2020,01/05/2020,Actual,ALB,37,25,33,22                                                                                                                                                            
01/08/2020,01/05/2020,Actual,ART,31,19,29,18                                                                                                                                                            
01/08/2020,01/05/2020,Actual,BGM,29,25,28,24                                                                                                                                                            
01/08/2020,01/05/2020,Actual,BUF,34,30,31,29                                                                                                                                                            
01/08/2020,01/05/2020,Actual,ELM,35,30,31,28                                                                                                                                                            
01/08/2020,01/05/2020,Actual,ELZ,28,24,26,24                                                                                                                                                            
01/08/2020,01/05/2020,Actual,FOK,42,30,40,26                                                                                                                                                            
01/08/2020,01/05/2020,Actual,FRG,43,35,40,29                                                                                                                                                            
01/08/2020,01/05/2020,Actual,GFL,32,18,31,17                                                                                                                                                            
01/08/2020,01/05/2020,Actual,HPN,39,31,38,27                                                                                                                                                            
01/08/2020,01/05/2020,Actual,IAG,34,30,31,28                                                                                                                                                            
01/08/2020,01/05/2020,Actual,ISP,42,33,40,29                                                                                                                                                            
01/08/2020,01/05/2020,Actual,ITH,31,28,30,26                                                                                                                                                            
01/08/2020,01/05/2020,Actual,JFK,43,35,40,29                                                                                                                                                            
01/08/2020,01/05/2020,Actual,LGA,41,36,38,29                                                                                                                                                            
01/08/2020,01/05/2020,Actual,MSS,31,14,29,13                                                                                                                                                            
01/08/2020,01/05/2020,Actual,MSV,31,25,30,23                                                                                                                                                            
01/08/2020,01/05/2020,Actual,NYC,42,36,38,29                                                                                                                                                            
01/08/2020,01/05/2020,Actual,PLB,28,11,27,10                                                                                                                                                            
01/08/2020,01/05/2020,Actual,POU,40,28,37,25                                                                                                                                                            
01/08/2020,01/05/2020,Actual,ROC,34,30,31,28                                                                                                                                                            
01/08/2020,01/05/2020,Actual,SLK,28,5,27,4                                                                                                                                                              
01/08/2020,01/05/2020,Actual,SWF,39,28,37,26                                                                                                                                                            
01/08/2020,01/05/2020,Actual,SYR,33,30,32,27                                                                                                                                                            
01/08/2020,01/05/2020,Actual,UCA,31,25,30,24                                                                                                                                                            
01/08/2020,01/06/2020,Actual,ALB,40,26,35,24                                                                                                                                                            
01/08/2020,01/06/2020,Actual,ART,36,26,34,24                                                                                                                                                            
01/08/2020,01/06/2020,Actual,BGM,35,26,30,25                                                                                                                                                            
01/08/2020,01/06/2020,Actual,BUF,38,31,35,29                                                                                                                                                            
01/08/2020,01/06/2020,Actual,ELM,40,29,34,28                                                                                                                                                            
01/08/2020,01/06/2020,Actual,ELZ,33,26,30,25                                                                                                                                                            
01/08/2020,01/06/2020,Actual,FOK,45,22,38,21                                                                                                                                                            
01/08/2020,01/06/2020,Actual,FRG,46,32,38,30                                                                                                                                                            
01/08/2020,01/06/2020,Actual,GFL,36,16,33,15                                                                                                                                                            
01/08/2020,01/06/2020,Actual,HPN,43,30,36,28                                                                                                                                                            
01/08/2020,01/06/2020,Actual,IAG,35,26,33,24                                                                                                                                                            
01/08/2020,01/06/2020,Actual,ISP,46,30,38,29                                                                                                                                                            
01/08/2020,01/06/2020,Actual,ITH,37,28,32,25                                                                                                                                                            
01/08/2020,01/06/2020,Actual,JFK,45,32,38,31                                                                                                                                                            
01/08/2020,01/06/2020,Actual,LGA,44,32,36,29                                                                                                                                                            
01/08/2020,01/06/2020,Actual,MSS,31,13,29,12                                                                                                                                                            
01/08/2020,01/06/2020,Actual,MSV,36,25,34,24                                                                                                                                                            
01/08/2020,01/06/2020,Actual,NYC,44,32,37,30                                                                                                                                                            
01/08/2020,01/06/2020,Actual,PLB,31,9,29,8                                                                                                                                                              
01/08/2020,01/06/2020,Actual,POU,44,25,37,24                                                                                                                                                            
01/08/2020,01/06/2020,Actual,ROC,37,30,33,28                                                                                                                                                            
01/08/2020,01/06/2020,Actual,SLK,29,1,28,0                                                                                                                                                              
01/08/2020,01/06/2020,Actual,SWF,43,28,37,28                                                                                                                                                            
01/08/2020,01/06/2020,Actual,SYR,38,30,34,29                                                                                                                                                            
01/08/2020,01/06/2020,Actual,UCA,36,26,33,26                                                                                                                                                            
01/08/2020,01/07/2020,Actual,ALB,39,25,32,23                                                                                                                                                            
01/08/2020,01/07/2020,Actual,ART,35,30,31,27                                                                                                                                                            
01/08/2020,01/07/2020,Actual,BGM,32,24,28,22                                                                                                                                                            
01/08/2020,01/07/2020,Actual,BUF,37,30,33,27                                                                                                                                                            
01/08/2020,01/07/2020,Actual,ELM,36,24,32,23                                                                                                                                                            
01/08/2020,01/07/2020,Actual,ELZ,30,25,27,24                                                                                                                                                            
01/08/2020,01/07/2020,Actual,FOK,42,24,35,22                                                                                                                                                            
01/08/2020,01/07/2020,Actual,FRG,44,34,35,31                                                                                                                                                            
01/08/2020,01/07/2020,Actual,GFL,34,28,30,24                                                                                                                                                            
01/08/2020,01/07/2020,Actual,HPN,40,33,33,29                                                                                                                                                            
01/08/2020,01/07/2020,Actual,IAG,36,25,33,23                                                                                                                                                            
01/08/2020,01/07/2020,Actual,ISP,42,33,34,29                                                                                                                                                            
01/08/2020,01/07/2020,Actual,ITH,33,19,30,18                                                                                                                                                            
01/08/2020,01/07/2020,Actual,JFK,44,35,36,32                                                                                                                                                            
01/08/2020,01/07/2020,Actual,LGA,43,35,34,32                                                                                                                                                            
01/08/2020,01/07/2020,Actual,MSS,33,24,29,22                                                                                                                                                            
01/08/2020,01/07/2020,Actual,MSV,34,26,30,24                                                                                                                                                            
01/08/2020,01/07/2020,Actual,NYC,44,37,36,31                                                                                                                                                            
01/08/2020,01/07/2020,Actual,PLB,31,22,28,21                                                                                                                                                            
01/08/2020,01/07/2020,Actual,POU,41,26,34,24                                                                                                                                                            
01/08/2020,01/07/2020,Actual,ROC,35,24,31,22                                                                                                                                                            
01/08/2020,01/07/2020,Actual,SLK,27,22,24,21                                                                                                                                                            
01/08/2020,01/07/2020,Actual,SWF,39,28,34,26                                                                                                                                                            
01/08/2020,01/07/2020,Actual,SYR,35,28,32,25                                                                                                                                                            
01/08/2020,01/07/2020,Actual,UCA,34,27,30,25                                                                                                                                                            
01/08/2020,01/08/2020,Forecast,ALB,35,22,31,18                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,ART,34,12,32,10                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,BGM,27,16,27,14                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,BUF,35,19,32,16                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,ELM,27,16,24,14                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,ELZ,28,14,26,12                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,FOK,40,24,35,21                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,FRG,41,27,35,22                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,GFL,33,17,30,14                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,HPN,38,25,32,20                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,IAG,32,17,29,15                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,ISP,41,26,35,22                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,ITH,29,16,28,14                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,JFK,41,28,35,23                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,LGA,40,30,34,24                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,MSS,29,10,28,8                                                                                                                                                           
01/08/2020,01/08/2020,Forecast,MSV,32,17,28,14                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,NYC,39,29,33,23                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,PLB,33,12,30,10                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,POU,37,24,32,20                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,ROC,35,18,31,16                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,SLK,26,4,25,3                                                                                                                                                            
01/08/2020,01/08/2020,Forecast,SWF,36,23,31,19                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,SYR,33,19,31,16                                                                                                                                                          
01/08/2020,01/08/2020,Forecast,UCA,29,16,28,14                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,ALB,27,16,22,13                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,ART,30,7,25,6                                                                                                                                                            
01/08/2020,01/09/2020,Forecast,BGM,26,14,22,12                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,BUF,39,16,33,14                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,ELM,31,13,25,11                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,ELZ,29,12,24,11                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,FOK,31,19,26,17                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,FRG,33,23,28,19                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,GFL,21,9,17,7                                                                                                                                                            
01/08/2020,01/09/2020,Forecast,HPN,32,21,26,17                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,IAG,37,16,32,15                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,ISP,32,22,28,19                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,ITH,28,14,24,13                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,JFK,34,23,29,20                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,LGA,34,25,29,21                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,MSS,19,3,17,2                                                                                                                                                            
01/08/2020,01/09/2020,Forecast,MSV,28,13,22,11                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,NYC,34,25,28,20                                                                                                                                                          
01/08/2020,01/09/2020,Forecast,PLB,19,6,16,4                                                                                                                                                            
01/08/2020,01/09/2020,Forecast,POU,30,17,24,14                                                                                                                                                          
