Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
01/28/2020,01/25/2020,Actual,ALB,39,22,38,20                                                                                                                                                            
01/28/2020,01/25/2020,Actual,ART,46,33,36,32                                                                                                                                                            
01/28/2020,01/25/2020,Actual,BGM,39,32,35,29                                                                                                                                                            
01/28/2020,01/25/2020,Actual,BUF,44,36,41,34                                                                                                                                                            
01/28/2020,01/25/2020,Actual,ELM,45,33,37,32                                                                                                                                                            
01/28/2020,01/25/2020,Actual,ELZ,39,30,36,29                                                                                                                                                            
01/28/2020,01/25/2020,Actual,FOK,50,33,50,32                                                                                                                                                            
01/28/2020,01/25/2020,Actual,FRG,51,37,49,35                                                                                                                                                            
01/28/2020,01/25/2020,Actual,GFL,40,15,37,14                                                                                                                                                            
01/28/2020,01/25/2020,Actual,HPN,44,35,43,33                                                                                                                                                            
01/28/2020,01/25/2020,Actual,IAG,40,33,39,33                                                                                                                                                            
01/28/2020,01/25/2020,Actual,ISP,52,36,51,35                                                                                                                                                            
01/28/2020,01/25/2020,Actual,ITH,43,32,35,31                                                                                                                                                            
01/28/2020,01/25/2020,Actual,JFK,50,38,50,37                                                                                                                                                            
01/28/2020,01/25/2020,Actual,LGA,51,38,49,35                                                                                                                                                            
01/28/2020,01/25/2020,Actual,MSS,34,25,33,24                                                                                                                                                            
01/28/2020,01/25/2020,Actual,MSV,37,31,37,28                                                                                                                                                            
01/28/2020,01/25/2020,Actual,NYC,51,38,49,36                                                                                                                                                            
01/28/2020,01/25/2020,Actual,PLB,39,17,35,16                                                                                                                                                            
01/28/2020,01/25/2020,Actual,POU,44,24,42,22                                                                                                                                                            
01/28/2020,01/25/2020,Actual,ROC,44,34,37,32                                                                                                                                                            
01/28/2020,01/25/2020,Actual,SLK,34,17,33,16                                                                                                                                                            
01/28/2020,01/25/2020,Actual,SWF,43,32,43,29                                                                                                                                                            
01/28/2020,01/25/2020,Actual,SYR,39,34,35,32                                                                                                                                                            
01/28/2020,01/25/2020,Actual,UCA,36,33,35,30                                                                                                                                                            
01/28/2020,01/26/2020,Actual,ALB,43,34,38,32                                                                                                                                                            
01/28/2020,01/26/2020,Actual,ART,36,33,35,33                                                                                                                                                            
01/28/2020,01/26/2020,Actual,BGM,33,31,32,30                                                                                                                                                            
01/28/2020,01/26/2020,Actual,BUF,36,33,35,32                                                                                                                                                            
01/28/2020,01/26/2020,Actual,ELM,38,29,35,29                                                                                                                                                            
01/28/2020,01/26/2020,Actual,ELZ,32,29,31,28                                                                                                                                                            
01/28/2020,01/26/2020,Actual,FOK,47,28,43,26                                                                                                                                                            
01/28/2020,01/26/2020,Actual,FRG,48,36,41,34                                                                                                                                                            
01/28/2020,01/26/2020,Actual,GFL,40,31,35,31                                                                                                                                                            
01/28/2020,01/26/2020,Actual,HPN,44,32,37,31                                                                                                                                                            
01/28/2020,01/26/2020,Actual,IAG,36,32,34,32                                                                                                                                                            
01/28/2020,01/26/2020,Actual,ISP,47,33,42,33                                                                                                                                                            
01/28/2020,01/26/2020,Actual,ITH,36,32,34,31                                                                                                                                                            
01/28/2020,01/26/2020,Actual,JFK,47,36,41,35                                                                                                                                                            
01/28/2020,01/26/2020,Actual,LGA,45,39,40,34                                                                                                                                                            
01/28/2020,01/26/2020,Actual,MSS,35,32,34,32                                                                                                                                                            
01/28/2020,01/26/2020,Actual,MSV,37,32,35,31                                                                                                                                                            
01/28/2020,01/26/2020,Actual,NYC,46,39,40,34                                                                                                                                                            
01/28/2020,01/26/2020,Actual,PLB,39,28,36,28                                                                                                                                                            
01/28/2020,01/26/2020,Actual,POU,44,31,38,30                                                                                                                                                            
01/28/2020,01/26/2020,Actual,ROC,36,33,34,31                                                                                                                                                            
01/28/2020,01/26/2020,Actual,SLK,33,31,32,29                                                                                                                                                            
01/28/2020,01/26/2020,Actual,SWF,41,32,39,32                                                                                                                                                            
01/28/2020,01/26/2020,Actual,SYR,38,34,35,33                                                                                                                                                            
01/28/2020,01/26/2020,Actual,UCA,36,33,34,33                                                                                                                                                            
01/28/2020,01/27/2020,Actual,ALB,42,35,37,32                                                                                                                                                            
01/28/2020,01/27/2020,Actual,ART,36,31,34,30                                                                                                                                                            
01/28/2020,01/27/2020,Actual,BGM,32,28,30,27                                                                                                                                                            
01/28/2020,01/27/2020,Actual,BUF,34,33,33,31                                                                                                                                                            
01/28/2020,01/27/2020,Actual,ELM,38,33,34,30                                                                                                                                                            
01/28/2020,01/27/2020,Actual,ELZ,31,27,29,27                                                                                                                                                            
01/28/2020,01/27/2020,Actual,FOK,45,28,38,26                                                                                                                                                            
01/28/2020,01/27/2020,Actual,FRG,45,36,38,32                                                                                                                                                            
01/28/2020,01/27/2020,Actual,GFL,41,30,35,28                                                                                                                                                            
01/28/2020,01/27/2020,Actual,HPN,41,34,35,31                                                                                                                                                            
01/28/2020,01/27/2020,Actual,IAG,34,32,32,30                                                                                                                                                            
01/28/2020,01/27/2020,Actual,ISP,44,33,38,31                                                                                                                                                            
01/28/2020,01/27/2020,Actual,ITH,34,30,33,29                                                                                                                                                            
01/28/2020,01/27/2020,Actual,JFK,45,36,39,33                                                                                                                                                            
01/28/2020,01/27/2020,Actual,LGA,44,38,37,33                                                                                                                                                            
01/28/2020,01/27/2020,Actual,MSS,35,32,33,30                                                                                                                                                            
01/28/2020,01/27/2020,Actual,MSV,35,30,33,29                                                                                                                                                            
01/28/2020,01/27/2020,Actual,NYC,45,37,38,33                                                                                                                                                            
01/28/2020,01/27/2020,Actual,PLB,39,30,36,29                                                                                                                                                            
01/28/2020,01/27/2020,Actual,POU,43,34,37,31                                                                                                                                                            
01/28/2020,01/27/2020,Actual,ROC,35,32,33,30                                                                                                                                                            
01/28/2020,01/27/2020,Actual,SLK,31,26,30,25                                                                                                                                                            
01/28/2020,01/27/2020,Actual,SWF,41,34,37,32                                                                                                                                                            
01/28/2020,01/27/2020,Actual,SYR,35,33,34,32                                                                                                                                                            
01/28/2020,01/27/2020,Actual,UCA,35,32,34,32                                                                                                                                                            
01/28/2020,01/28/2020,Forecast,ALB,37,30,33,27                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,ART,31,23,29,21                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,BGM,28,25,28,24                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,BUF,33,29,30,27                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,ELM,35,28,31,26                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,ELZ,28,25,27,24                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,FOK,42,30,36,28                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,FRG,44,35,36,31                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,GFL,35,24,31,23                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,HPN,41,32,34,28                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,IAG,32,27,30,25                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,ISP,43,33,36,30                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,ITH,30,27,30,26                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,JFK,43,35,36,31                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,LGA,41,36,34,31                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,MSS,31,19,29,18                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,MSV,32,25,29,23                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,NYC,42,36,35,31                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,PLB,30,23,29,21                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,POU,40,30,34,27                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,ROC,32,28,30,26                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,SLK,27,16,26,15                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,SWF,38,30,33,27                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,SYR,33,28,32,26                                                                                                                                                          
01/28/2020,01/28/2020,Forecast,UCA,32,25,31,24                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,ALB,34,21,28,18                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,ART,22,12,21,11                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,BGM,26,15,23,14                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,BUF,28,21,26,19                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,ELM,32,19,27,18                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,ELZ,26,15,23,14                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,FOK,37,25,31,24                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,FRG,40,30,32,27                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,GFL,29,14,24,13                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,HPN,38,27,31,23                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,IAG,26,20,24,19                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,ISP,39,28,32,25                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,ITH,27,16,26,15                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,JFK,40,30,33,27                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,LGA,40,32,32,27                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,MSS,20,10,17,9                                                                                                                                                           
01/28/2020,01/29/2020,Forecast,MSV,31,18,26,16                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,NYC,41,32,33,27                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,PLB,21,10,20,9                                                                                                                                                           
01/28/2020,01/29/2020,Forecast,POU,38,23,31,20                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,ROC,27,20,25,19                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,SLK,19,3,16,3                                                                                                                                                            
01/28/2020,01/29/2020,Forecast,SWF,37,24,30,21                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,SYR,27,16,26,15                                                                                                                                                          
01/28/2020,01/29/2020,Forecast,UCA,25,11,23,10                                                                                                                                                          
