Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
01/23/2020,01/20/2020,Actual,ALB,21,9,17,7                                                                                                                                                              
01/23/2020,01/20/2020,Actual,ART,18,-13,15,-13                                                                                                                                                          
01/23/2020,01/20/2020,Actual,BGM,17,9,14,8                                                                                                                                                              
01/23/2020,01/20/2020,Actual,BUF,21,11,17,10                                                                                                                                                            
01/23/2020,01/20/2020,Actual,ELM,24,3,19,2                                                                                                                                                              
01/23/2020,01/20/2020,Actual,ELZ,17,5,14,5                                                                                                                                                              
01/23/2020,01/20/2020,Actual,FOK,31,19,26,16                                                                                                                                                            
01/23/2020,01/20/2020,Actual,FRG,31,21,23,17                                                                                                                                                            
01/23/2020,01/20/2020,Actual,GFL,19,-2,15,-3                                                                                                                                                            
01/23/2020,01/20/2020,Actual,HPN,28,17,21,14                                                                                                                                                            
01/23/2020,01/20/2020,Actual,IAG,19,10,17,9                                                                                                                                                             
01/23/2020,01/20/2020,Actual,ISP,30,19,25,16                                                                                                                                                            
01/23/2020,01/20/2020,Actual,ITH,18,12,16,10                                                                                                                                                            
01/23/2020,01/20/2020,Actual,JFK,32,21,25,18                                                                                                                                                            
01/23/2020,01/20/2020,Actual,LGA,31,21,24,18                                                                                                                                                            
01/23/2020,01/20/2020,Actual,MSS,14,-6,11,-6                                                                                                                                                            
01/23/2020,01/20/2020,Actual,MSV,21,10,17,9                                                                                                                                                             
01/23/2020,01/20/2020,Actual,NYC,31,20,23,17                                                                                                                                                            
01/23/2020,01/20/2020,Actual,PLB,20,-1,16,-2                                                                                                                                                            
01/23/2020,01/20/2020,Actual,POU,29,13,22,10                                                                                                                                                            
01/23/2020,01/20/2020,Actual,ROC,21,6,17,6                                                                                                                                                              
01/23/2020,01/20/2020,Actual,SLK,13,-4,10,-5                                                                                                                                                            
01/23/2020,01/20/2020,Actual,SWF,28,12,22,11                                                                                                                                                            
01/23/2020,01/20/2020,Actual,SYR,19,9,16,7                                                                                                                                                              
01/23/2020,01/20/2020,Actual,UCA,16,0,14,-1                                                                                                                                                             
01/23/2020,01/21/2020,Actual,ALB,26,9,20,8                                                                                                                                                              
01/23/2020,01/21/2020,Actual,ART,30,-11,27,-11                                                                                                                                                          
01/23/2020,01/21/2020,Actual,BGM,22,7,19,6                                                                                                                                                              
01/23/2020,01/21/2020,Actual,BUF,29,19,26,17                                                                                                                                                            
01/23/2020,01/21/2020,Actual,ELM,28,4,25,3                                                                                                                                                              
01/23/2020,01/21/2020,Actual,ELZ,21,13,19,12                                                                                                                                                            
01/23/2020,01/21/2020,Actual,FOK,29,9,23,8                                                                                                                                                              
01/23/2020,01/21/2020,Actual,FRG,33,18,26,15                                                                                                                                                            
