Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
01/20/2020,01/17/2020,Actual,ALB,25,10,20,7                                                                                                                                                             
01/20/2020,01/17/2020,Actual,ART,11,-2,9,-3                                                                                                                                                             
01/20/2020,01/17/2020,Actual,BGM,19,6,17,5                                                                                                                                                              
01/20/2020,01/17/2020,Actual,BUF,20,14,17,12                                                                                                                                                            
01/20/2020,01/17/2020,Actual,ELM,23,11,20,10                                                                                                                                                            
01/20/2020,01/17/2020,Actual,ELZ,17,7,15,6                                                                                                                                                              
01/20/2020,01/17/2020,Actual,FOK,31,18,26,14                                                                                                                                                            
01/20/2020,01/17/2020,Actual,FRG,35,21,29,16                                                                                                                                                            
01/20/2020,01/17/2020,Actual,GFL,19,2,16,1                                                                                                                                                              
01/20/2020,01/17/2020,Actual,HPN,30,17,25,13                                                                                                                                                            
01/20/2020,01/17/2020,Actual,IAG,19,13,17,11                                                                                                                                                            
01/20/2020,01/17/2020,Actual,ISP,33,20,28,16                                                                                                                                                            
01/20/2020,01/17/2020,Actual,ITH,19,4,18,3                                                                                                                                                              
01/20/2020,01/17/2020,Actual,JFK,34,23,28,18                                                                                                                                                            
01/20/2020,01/17/2020,Actual,LGA,34,22,29,17                                                                                                                                                            
01/20/2020,01/17/2020,Actual,MSS,8,-4,6,-5                                                                                                                                                              
01/20/2020,01/17/2020,Actual,MSV,22,10,20,8                                                                                                                                                             
01/20/2020,01/17/2020,Actual,NYC,34,22,28,17                                                                                                                                                            
01/20/2020,01/17/2020,Actual,PLB,10,-3,9,-4                                                                                                                                                             
01/20/2020,01/17/2020,Actual,POU,31,14,25,11                                                                                                                                                            
01/20/2020,01/17/2020,Actual,ROC,18,10,16,9                                                                                                                                                             
01/20/2020,01/17/2020,Actual,SLK,5,-15,4,-15                                                                                                                                                            
01/20/2020,01/17/2020,Actual,SWF,28,14,24,12                                                                                                                                                            
01/20/2020,01/17/2020,Actual,SYR,19,6,17,5                                                                                                                                                              
