"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"10/08/2018 00:00",1000,1351,549,809,823,1937,521,216,5373,458,1343,14380
"10/08/2018 01:00",974,1316,520,787,785,1847,505,205,5118,454,1315,13826
"10/08/2018 02:00",961,1294,502,774,765,1797,498,198,4957,450,1302,13498
"10/08/2018 03:00",959,1290,490,772,757,1774,498,193,4877,450,1296,13356
"10/08/2018 04:00",980,1320,494,791,764,1799,516,195,4896,457,1316,13528
"10/08/2018 05:00",1050,1421,530,852,810,1900,572,212,5132,478,1387,14344
"10/08/2018 06:00",1191,1612,608,963,908,2110,670,242,5684,513,1518,16019
"10/08/2018 07:00",1279,1722,672,1035,973,2263,727,266,6229,533,1609,17308
"10/08/2018 08:00",1305,1757,697,1063,1010,2354,743,276,6623,532,1648,18008
"10/08/2018 09:00",1322,1787,715,1090,1034,2419,753,282,6887,532,1681,18502
"10/08/2018 10:00",1338,1816,733,1115,1052,2473,757,287,7003,529,1716,18819
"10/08/2018 11:00",1343,1826,737,1125,1066,2502,755,291,7048,526,1734,18953
"10/08/2018 12:00",1332,1827,737,1127,1066,2497,748,290,7069,523,1741,18957
"10/08/2018 13:00",1323,1833,735,1135,1068,2492,746,289,7073,519,1764,18977
"10/08/2018 14:00",1310,1820,730,1138,1065,2489,736,288,7045,514,1772,18907
"10/08/2018 15:00",1303,1812,729,1145,1064,2488,729,289,7035,510,1772,18876
"10/08/2018 16:00",1318,1819,731,1152,1076,2503,732,291,7022,514,1783,18941
"10/08/2018 17:00",1352,1833,732,1163,1093,2537,745,296,6973,519,1787,19030
"10/08/2018 18:00",1407,1871,757,1185,1136,2642,778,311,6843,530,1806,19266
"10/08/2018 19:00",1436,1923,774,1219,1167,2695,801,319,6786,538,1857,19515
"10/08/2018 20:00",1387,1871,745,1182,1135,2607,772,308,6564,529,1822,18922
"10/08/2018 21:00",1291,1765,695,1119,1064,2442,713,287,6266,505,1756,17903
"10/08/2018 22:00",1186,1629,631,1033,977,2229,646,258,5888,480,1657,16614
"10/08/2018 23:00",1097,1513,569,963,892,2016,590,230,5454,463,1555,15342
"10/09/2018 00:00",1049,1486,536,964,830,1842,573,215,5246,454,1512,14707
"10/09/2018 01:00",1013,1438,508,919,790,1742,548,203,4977,449,1452,14039
"10/09/2018 02:00",992,1399,490,885,768,1685,533,196,4795,444,1415,13602
"10/09/2018 03:00",986,1383,480,871,758,1660,525,191,4703,443,1394,13394
"10/09/2018 04:00",1005,1408,484,888,763,1686,540,192,4716,447,1411,13540
"10/09/2018 05:00",1077,1516,520,962,810,1793,600,209,4960,460,1493,14400
"10/09/2018 06:00",1221,1720,603,1106,909,2021,705,240,5565,485,1654,16229
"10/09/2018 07:00",1305,1835,670,1203,974,2178,765,266,6156,497,1768,17617
"10/09/2018 08:00",1327,1874,698,1253,1013,2276,785,277,6585,499,1818,18405
"10/09/2018 09:00",1340,1905,720,1302,1040,2353,798,286,6884,502,1864,18994
"10/09/2018 10:00",1357,1946,741,1352,1059,2422,815,294,7050,504,1920,19460
"10/09/2018 11:00",1372,1976,751,1389,1073,2453,824,297,7168,506,1957,19766
"10/09/2018 12:00",1377,1994,759,1415,1079,2488,826,299,7259,508,1976,19980
"10/09/2018 13:00",1386,2018,766,1442,1092,2532,830,302,7328,510,2013,20219
"10/09/2018 14:00",1391,2018,768,1452,1101,2582,825,304,7366,510,2022,20339
"10/09/2018 15:00",1398,2010,774,1454,1115,2627,820,308,7416,510,2016,20448
"10/09/2018 16:00",1417,2010,783,1443,1135,2676,825,313,7450,511,2017,20580
"10/09/2018 17:00",1446,2011,786,1431,1153,2719,831,319,7416,514,2002,20628
"10/09/2018 18:00",1489,2032,805,1430,1190,2816,856,332,7247,520,1997,20714
"10/09/2018 19:00",1506,2063,816,1444,1214,2843,873,337,7141,526,2030,20793
"10/09/2018 20:00",1452,1994,787,1383,1178,2741,835,325,6904,517,1972,20088
"10/09/2018 21:00",1354,1870,738,1282,1105,2567,766,303,6613,500,1877,18975
"10/09/2018 22:00",1236,1716,669,1153,1007,2325,685,271,6219,480,1746,17507
"10/09/2018 23:00",1135,1576,601,1038,915,2089,614,241,5753,464,1609,16035
"10/10/2018 00:00",1083,1506,574,969,883,2008,571,232,5587,453,1537,15403
"10/10/2018 01:00",1043,1454,545,924,843,1907,543,220,5309,447,1480,14715
"10/10/2018 02:00",1019,1415,524,895,818,1841,527,212,5111,442,1445,14249
"10/10/2018 03:00",1009,1397,510,882,807,1809,518,206,5007,441,1425,14011
"10/10/2018 04:00",1026,1417,513,897,811,1830,533,207,5009,444,1438,14125
"10/10/2018 05:00",1098,1516,550,963,855,1935,594,223,5244,459,1510,14947
"10/10/2018 06:00",1247,1704,635,1090,956,2165,699,254,5850,484,1655,16739
"10/10/2018 07:00",1337,1813,703,1174,1020,2323,761,278,6441,498,1760,18108
"10/10/2018 08:00",1362,1850,729,1214,1056,2425,781,289,6870,498,1806,18880
"10/10/2018 09:00",1375,1880,751,1254,1079,2503,793,296,7169,501,1851,19452
"10/10/2018 10:00",1395,1918,773,1297,1098,2577,809,303,7336,503,1902,19911
"10/10/2018 11:00",1414,1946,783,1327,1115,2639,815,307,7454,505,1939,20244
"10/10/2018 12:00",1420,1964,794,1349,1121,2688,815,311,7543,506,1957,20468
"10/10/2018 13:00",1432,1989,803,1376,1137,2745,820,316,7610,507,1995,20730
"10/10/2018 14:00",1439,1991,808,1389,1152,2805,813,320,7645,506,2008,20876
"10/10/2018 15:00",1448,1990,818,1395,1170,2856,808,326,7696,505,2007,21019
"10/10/2018 16:00",1469,1994,828,1390,1191,2904,811,331,7728,506,2013,21165
"10/10/2018 17:00",1496,2000,828,1382,1206,2934,817,337,7688,508,2005,21201
"10/10/2018 18:00",1536,2026,840,1387,1238,3014,845,349,7503,517,2008,21263
"10/10/2018 19:00",1544,2057,847,1400,1254,3019,860,352,7376,523,2037,21269
"10/10/2018 20:00",1486,1992,814,1349,1215,2907,822,339,7135,514,1985,20558
"10/10/2018 21:00",1386,1878,766,1263,1143,2731,754,318,6854,495,1904,19492
"10/10/2018 22:00",1264,1730,696,1150,1045,2483,673,285,6468,474,1785,18053
"10/10/2018 23:00",1155,1592,627,1045,950,2228,601,254,6007,459,1652,16570
"10/11/2018 00:00",1092,1498,593,947,910,2050,566,239,5830,458,1529,15712
"10/11/2018 01:00",1049,1436,561,902,868,1938,541,226,5546,453,1463,14983
"10/11/2018 02:00",1024,1392,540,874,842,1871,527,217,5344,447,1424,14502
"10/11/2018 03:00",1014,1374,526,862,830,1840,520,211,5237,446,1406,14266
"10/11/2018 04:00",1033,1399,529,876,833,1864,534,212,5239,450,1422,14391
"10/11/2018 05:00",1110,1514,567,942,882,1977,591,228,5477,465,1506,15259
"10/11/2018 06:00",1268,1734,655,1070,988,2211,690,259,6079,491,1674,17119
"10/11/2018 07:00",1364,1864,725,1151,1056,2369,747,284,6657,507,1793,18517
"10/11/2018 08:00",1393,1905,749,1180,1093,2466,762,294,7062,508,1833,19245
"10/11/2018 09:00",1410,1935,769,1203,1120,2537,771,301,7337,510,1864,19757
"10/11/2018 10:00",1427,1961,786,1224,1138,2599,779,307,7473,512,1890,20096
"10/11/2018 11:00",1439,1974,792,1229,1149,2645,780,311,7558,513,1894,20284
"10/11/2018 12:00",1429,1969,795,1221,1145,2674,773,312,7619,513,1880,20330
"10/11/2018 13:00",1422,1969,797,1218,1145,2709,771,312,7653,512,1882,20390
"10/11/2018 14:00",1404,1945,792,1202,1146,2744,760,311,7655,510,1856,20325
"10/11/2018 15:00",1388,1915,794,1182,1151,2773,750,312,7684,508,1818,20275
"10/11/2018 16:00",1386,1897,798,1162,1164,2806,749,314,7703,510,1796,20285
"10/11/2018 17:00",1404,1890,799,1154,1180,2833,753,320,7661,512,1785,20291
"10/11/2018 18:00",1452,1924,821,1172,1221,2936,779,335,7501,520,1802,20463
"10/11/2018 19:00",1472,1968,834,1204,1245,2964,796,341,7389,528,1857,20598
"10/11/2018 20:00",1412,1899,803,1165,1210,2861,759,329,7139,519,1819,19915
"10/11/2018 21:00",1313,1780,753,1093,1141,2689,696,308,6847,500,1739,18859
"10/11/2018 22:00",1196,1627,685,1001,1049,2451,628,278,6465,479,1627,17486
"10/11/2018 23:00",1091,1485,613,917,950,2191,565,246,5948,464,1506,15976
"10/12/2018 00:00",1033,1378,548,858,836,1863,525,206,5097,457,1428,14229
"10/12/2018 01:00",1000,1331,515,825,792,1742,504,191,4791,452,1384,13527
"10/12/2018 02:00",982,1299,494,804,768,1677,492,184,4623,449,1358,13130
"10/12/2018 03:00",976,1291,480,796,757,1644,489,178,4534,448,1345,12938
