"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"07/22/2019 00:00",1517,1722,967,1113,1356,3572,742,434,8963,483,1716,22585
"07/22/2019 01:00",1448,1646,898,1050,1251,3298,701,399,8572,479,1645,21387
"07/22/2019 02:00",1402,1593,847,1007,1178,3109,676,375,8257,478,1596,20518
"07/22/2019 03:00",1374,1564,813,985,1127,2988,661,359,8058,470,1565,19964
"07/22/2019 04:00",1379,1574,799,989,1102,2938,664,352,7981,469,1565,19812
"07/22/2019 05:00",1414,1631,818,1037,1116,2954,693,359,8085,471,1611,20189
"07/22/2019 06:00",1493,1733,865,1105,1167,3053,745,379,8419,483,1676,21118
"07/22/2019 07:00",1603,1864,935,1198,1266,3288,817,408,8949,503,1780,22611
"07/22/2019 08:00",1646,1944,978,1250,1323,3468,867,429,9368,519,1865,23657
"07/22/2019 09:00",1708,2020,1016,1309,1402,3703,913,450,9730,531,1945,24727
"07/22/2019 10:00",1775,2087,1055,1368,1482,3945,952,473,9934,536,2021,25628
"07/22/2019 11:00",1797,2105,1077,1411,1558,4163,963,490,9930,541,2062,26097
"07/22/2019 12:00",1805,2116,1100,1432,1624,4296,969,505,9965,544,2081,26437
"07/22/2019 13:00",1812,2142,1127,1452,1688,4385,977,519,9995,546,2109,26752
"07/22/2019 14:00",1816,2136,1145,1465,1725,4473,976,525,10007,549,2114,26931
"07/22/2019 15:00",1824,2126,1150,1465,1738,4559,967,523,10010,549,2110,27021
"07/22/2019 16:00",1841,2109,1148,1460,1746,4601,963,524,10006,552,2109,27059
"07/22/2019 17:00",1841,2093,1131,1451,1726,4556,953,521,9867,549,2096,26784
"07/22/2019 18:00",1827,2064,1101,1419,1681,4432,941,515,9593,545,2042,26160
"07/22/2019 19:00",1801,2024,1067,1375,1616,4216,918,501,9340,539,1998,25395
"07/22/2019 20:00",1784,1977,1038,1326,1548,4072,909,490,9187,538,1954,24823
"07/22/2019 21:00",1719,1938,1000,1303,1480,3883,886,470,9036,531,1950,24196
"07/22/2019 22:00",1599,1818,921,1213,1347,3542,817,433,8637,512,1867,22706
"07/22/2019 23:00",1473,1700,834,1117,1212,3178,745,390,8090,493,1748,20980
"07/23/2019 00:00",1362,1608,775,1047,1108,2899,684,360,7618,483,1640,19584
"07/23/2019 01:00",1305,1544,720,992,1042,2667,648,334,7173,477,1567,18469
"07/23/2019 02:00",1272,1498,683,955,1001,2524,626,319,6881,472,1519,17750
"07/23/2019 03:00",1256,1478,660,935,978,2441,615,307,6702,465,1490,17327
"07/23/2019 04:00",1266,1496,651,940,971,2424,621,303,6636,468,1491,17267
"07/23/2019 05:00",1313,1565,672,982,997,2478,655,310,6766,472,1538,17748
"07/23/2019 06:00",1393,1668,722,1045,1045,2603,709,328,7184,485,1598,18780
"07/23/2019 07:00",1488,1783,784,1138,1123,2836,775,351,7730,501,1697,20206
"07/23/2019 08:00",1525,1857,815,1206,1168,3043,818,363,8134,513,1772,21214
"07/23/2019 09:00",1549,1913,841,1262,1208,3230,845,378,8428,524,1838,22016
"07/23/2019 10:00",1578,1964,867,1311,1249,3398,866,390,8584,528,1906,22641
"07/23/2019 11:00",1595,1990,884,1344,1291,3535,877,404,8635,534,1943,23032
"07/23/2019 12:00",1587,2001,897,1362,1314,3617,879,411,8677,536,1959,23240
"07/23/2019 13:00",1594,2021,910,1389,1340,3689,885,418,8728,540,1989,23503
"07/23/2019 14:00",1614,2025,921,1402,1362,3765,884,423,8775,544,2004,23719
"07/23/2019 15:00",1635,2027,927,1409,1385,3807,881,428,8795,544,2006,23844
"07/23/2019 16:00",1672,2040,940,1416,1417,3847,886,437,8842,547,2012,24056
"07/23/2019 17:00",1700,2043,941,1411,1435,3848,892,442,8784,548,1999,24043
"07/23/2019 18:00",1695,2014,919,1384,1415,3763,878,434,8508,543,1959,23512
"07/23/2019 19:00",1678,1971,906,1342,1386,3601,860,428,8228,537,1921,22858
"07/23/2019 20:00",1660,1925,894,1300,1364,3520,851,423,8048,535,1886,22406
"07/23/2019 21:00",1615,1884,877,1282,1324,3407,836,413,7980,530,1881,22029
"07/23/2019 22:00",1497,1759,815,1192,1219,3126,769,386,7676,508,1796,20743
"07/23/2019 23:00",1376,1621,744,1089,1107,2796,695,351,7203,486,1670,19138
"07/24/2019 00:00",1281,1516,671,995,1000,2557,630,315,6741,467,1553,17726
"07/24/2019 01:00",1229,1451,626,940,935,2367,594,292,6364,464,1484,16746
"07/24/2019 02:00",1197,1401,598,903,898,2243,572,279,6111,461,1442,16105
"07/24/2019 03:00",1178,1374,578,884,875,2170,561,271,5962,455,1418,15726
"07/24/2019 04:00",1186,1383,572,889,868,2157,567,269,5908,460,1426,15685
"07/24/2019 05:00",1227,1444,591,930,887,2205,598,277,6026,462,1479,16126
"07/24/2019 06:00",1309,1542,638,990,926,2314,656,294,6423,481,1543,17116
"07/24/2019 07:00",1403,1665,701,1084,1004,2538,727,319,6968,500,1642,18551
"07/24/2019 08:00",1441,1750,746,1158,1061,2746,771,336,7405,507,1722,19643
"07/24/2019 09:00",1464,1818,772,1215,1104,2931,799,348,7747,514,1790,20502
"07/24/2019 10:00",1496,1880,796,1264,1148,3102,818,361,7954,514,1855,21188
"07/24/2019 11:00",1518,1914,816,1297,1188,3264,828,375,8064,520,1893,21677
"07/24/2019 12:00",1516,1936,830,1318,1222,3391,831,381,8134,524,1911,21994
"07/24/2019 13:00",1535,1967,847,1348,1268,3508,842,389,8219,529,1952,22404
"07/24/2019 14:00",1565,1984,868,1374,1315,3625,846,398,8321,532,1968,22796
"07/24/2019 15:00",1602,2000,894,1392,1362,3735,846,411,8438,531,1979,23190
"07/24/2019 16:00",1649,2016,918,1407,1410,3842,853,425,8517,537,1997,23571
"07/24/2019 17:00",1688,2023,922,1404,1439,3878,862,431,8477,538,1992,23654
"07/24/2019 18:00",1688,2007,903,1387,1421,3808,853,426,8166,538,1974,23171
"07/24/2019 19:00",1667,1972,881,1344,1388,3656,836,417,7891,534,1934,22520
"07/24/2019 20:00",1647,1930,877,1306,1358,3565,835,411,7727,532,1904,22092
"07/24/2019 21:00",1608,1889,860,1292,1310,3463,823,403,7659,529,1910,21746
"07/24/2019 22:00",1489,1759,800,1200,1195,3176,755,375,7382,508,1825,20464
"07/24/2019 23:00",1368,1616,729,1095,1074,2840,680,340,6956,484,1695,18877
"07/25/2019 00:00",1276,1506,666,1007,980,2559,613,304,6429,464,1583,17387
"07/25/2019 01:00",1214,1446,621,950,909,2360,577,279,6050,457,1512,16375
"07/25/2019 02:00",1176,1400,591,912,867,2232,556,264,5802,454,1466,15720
"07/25/2019 03:00",1156,1377,570,894,844,2155,547,253,5657,449,1438,15340
"07/25/2019 04:00",1163,1395,563,899,837,2138,556,250,5626,452,1445,15324
"07/25/2019 05:00",1209,1465,582,943,859,2179,592,259,5780,459,1500,15827
"07/25/2019 06:00",1294,1570,627,1009,903,2283,653,278,6218,478,1569,16882
"07/25/2019 07:00",1391,1705,697,1108,993,2525,729,306,6827,497,1678,18456
"07/25/2019 08:00",1451,1803,749,1206,1067,2772,782,332,7345,505,1795,19807
"07/25/2019 09:00",1476,1877,782,1277,1114,2981,815,346,7748,512,1869,20797
"07/25/2019 10:00",1511,1952,811,1348,1166,3182,839,362,7999,517,1934,21621
"07/25/2019 11:00",1541,2016,833,1400,1219,3360,852,379,8128,522,1985,22235
"07/25/2019 12:00",1558,2060,849,1429,1268,3505,863,386,8219,527,2017,22681
"07/25/2019 13:00",1595,2109,871,1472,1334,3644,877,397,8329,530,2066,23224
"07/25/2019 14:00",1639,2140,900,1505,1400,3775,883,412,8441,533,2088,23716
"07/25/2019 15:00",1692,2161,934,1533,1457,3902,889,430,8578,538,2103,24217
"07/25/2019 16:00",1746,2187,963,1554,1511,4011,900,443,8670,543,2123,24651
"07/25/2019 17:00",1792,2194,967,1560,1539,4027,909,447,8622,544,2122,24723
"07/25/2019 18:00",1795,2172,947,1530,1530,3962,899,443,8301,543,2086,24208
"07/25/2019 19:00",1766,2117,924,1475,1491,3779,878,432,8031,540,2038,23471
"07/25/2019 20:00",1746,2072,917,1430,1463,3684,876,427,7880,542,2002,23039
"07/25/2019 21:00",1702,2025,900,1403,1409,3580,860,419,7801,537,2002,22638
"07/25/2019 22:00",1576,1876,837,1296,1279,3290,790,388,7517,514,1908,21271
"07/25/2019 23:00",1443,1710,763,1168,1140,2946,713,351,7085,489,1765,19573
"07/26/2019 00:00",1340,1569,692,1055,1017,2620,643,310,6529,471,1620,17866
"07/26/2019 01:00",1264,1491,644,986,939,2410,598,283,6141,463,1536,16755
"07/26/2019 02:00",1217,1437,609,939,891,2273,573,266,5882,460,1482,16029
"07/26/2019 03:00",1190,1405,584,912,864,2191,560,255,5726,455,1444,15586
"07/26/2019 04:00",1194,1416,576,911,854,2171,567,251,5687,455,1443,15525
"07/26/2019 05:00",1237,1482,595,950,876,2214,602,259,5839,459,1490,16003
"07/26/2019 06:00",1324,1587,642,1007,917,2322,662,278,6297,476,1548,17060
"07/26/2019 07:00",1436,1733,717,1108,1012,2581,739,308,6939,500,1660,18733
"07/26/2019 08:00",1521,1847,777,1213,1109,2858,806,342,7509,514,1796,20292
"07/26/2019 09:00",1569,1940,820,1287,1175,3101,847,364,7979,520,1888,21490
"07/26/2019 10:00",1621,2028,857,1354,1248,3333,882,385,8296,528,1969,22501
"07/26/2019 11:00",1667,2109,890,1405,1332,3545,906,401,8507,536,2023,23321
"07/26/2019 12:00",1698,2163,914,1447,1407,3713,921,415,8641,538,2066,23923
"07/26/2019 13:00",1747,2215,941,1494,1491,3859,938,431,8768,542,2122,24548
"07/26/2019 14:00",1795,2247,968,1535,1557,3994,949,447,8878,546,2164,25080
"07/26/2019 15:00",1846,2274,996,1563,1614,4123,952,463,8967,547,2192,25537
"07/26/2019 16:00",1893,2302,1020,1583,1665,4217,964,479,9021,548,2224,25916
"07/26/2019 17:00",1921,2293,1023,1585,1682,4215,974,484,8921,546,2221,25865
"07/26/2019 18:00",1900,2256,987,1548,1650,4110,966,472,8523,542,2170,25124
"07/26/2019 19:00",1853,2188,956,1479,1591,3878,944,453,8194,536,2100,24172
"07/26/2019 20:00",1823,2125,936,1419,1540,3719,928,440,7974,535,2030,23469
