Load,Time Stamp
660.5,2019-06-07 00:00:00
620.6,2019-06-07 01:00:00
586.0,2019-06-07 02:00:00
561.0,2019-06-07 03:00:00
555.3,2019-06-07 04:00:00
572.5,2019-06-07 05:00:00
632.9,2019-06-07 06:00:00
704.3,2019-06-07 07:00:00
746.9,2019-06-07 08:00:00
779.9,2019-06-07 09:00:00
809.3,2019-06-07 10:00:00
816.0,2019-06-07 11:00:00
835.0,2019-06-07 12:00:00
849.9,2019-06-07 13:00:00
872.5,2019-06-07 14:00:00
896.0,2019-06-07 15:00:00
898.6,2019-06-07 16:00:00
881.6,2019-06-07 17:00:00
862.7,2019-06-07 18:00:00
831.9,2019-06-07 19:00:00
812.9,2019-06-07 20:00:00
789.3,2019-06-07 21:00:00
735.5,2019-06-07 22:00:00
672.1,2019-06-07 23:00:00
