"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/25/2021","01/22/2021","Actual","ALB",36,25,32,23
"01/25/2021","01/22/2021","Actual","ART",37,20,34,19
"01/25/2021","01/22/2021","Actual","BGM",32,21,29,18
"01/25/2021","01/22/2021","Actual","BUF",35,23,32,20
"01/25/2021","01/22/2021","Actual","ELM",37,25,33,21
"01/25/2021","01/22/2021","Actual","ELZ",30,16,29,15
"01/25/2021","01/22/2021","Actual","FOK",46,17,36,16
"01/25/2021","01/22/2021","Actual","FRG",46,31,36,28
"01/25/2021","01/22/2021","Actual","GFL",36,24,32,23
"01/25/2021","01/22/2021","Actual","HPN",42,27,34,25
"01/25/2021","01/22/2021","Actual","IAG",34,22,31,19
"01/25/2021","01/22/2021","Actual","ISP",45,30,36,28
"01/25/2021","01/22/2021","Actual","ITH",34,23,32,20
"01/25/2021","01/22/2021","Actual","JFK",46,35,36,31
"01/25/2021","01/22/2021","Actual","LGA",46,38,36,32
"01/25/2021","01/22/2021","Actual","MSS",34,17,32,15
"01/25/2021","01/22/2021","Actual","MSV",35,26,30,23
"01/25/2021","01/22/2021","Actual","NYC",44,36,35,30
"01/25/2021","01/22/2021","Actual","PLB",33,19,29,16
"01/25/2021","01/22/2021","Actual","POU",42,27,34,25
"01/25/2021","01/22/2021","Actual","ROC",36,22,33,21
"01/25/2021","01/22/2021","Actual","SLK",28,13,28,12
"01/25/2021","01/22/2021","Actual","SWF",41,27,35,26
"01/25/2021","01/22/2021","Actual","SYR",36,25,33,24
"01/25/2021","01/22/2021","Actual","UCA",34,23,32,22
"01/25/2021","01/23/2021","Actual","ALB",24,12,23,10
"01/25/2021","01/23/2021","Actual","ART",18,0,17,-1
"01/25/2021","01/23/2021","Actual","BGM",20,15,17,13
"01/25/2021","01/23/2021","Actual","BUF",25,19,21,16
"01/25/2021","01/23/2021","Actual","ELM",24,21,20,18
"01/25/2021","01/23/2021","Actual","ELZ",17,14,15,13
"01/25/2021","01/23/2021","Actual","FOK",33,23,28,19
"01/25/2021","01/23/2021","Actual","FRG",35,24,30,19
"01/25/2021","01/23/2021","Actual","GFL",29,6,24,5
"01/25/2021","01/23/2021","Actual","HPN",32,22,27,18
"01/25/2021","01/23/2021","Actual","IAG",24,18,20,16
"01/25/2021","01/23/2021","Actual","ISP",34,23,28,19
"01/25/2021","01/23/2021","Actual","ITH",22,17,20,15
"01/25/2021","01/23/2021","Actual","JFK",36,24,30,19
"01/25/2021","01/23/2021","Actual","LGA",38,27,32,22
"01/25/2021","01/23/2021","Actual","MSS",16,5,14,3
"01/25/2021","01/23/2021","Actual","MSV",24,15,21,13
"01/25/2021","01/23/2021","Actual","NYC",36,24,30,19
"01/25/2021","01/23/2021","Actual","PLB",17,6,15,4
"01/25/2021","01/23/2021","Actual","POU",33,21,27,17
"01/25/2021","01/23/2021","Actual","ROC",22,17,21,16
"01/25/2021","01/23/2021","Actual","SLK",12,1,11,0
"01/25/2021","01/23/2021","Actual","SWF",30,19,26,16
"01/25/2021","01/23/2021","Actual","SYR",24,16,22,14
"01/25/2021","01/23/2021","Actual","UCA",23,7,22,6
