"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"01/18/2021","01/15/2021","Actual","ALB",38,19,35,19
"01/18/2021","01/15/2021","Actual","ART",42,27,37,26
"01/18/2021","01/15/2021","Actual","BGM",36,29,35,28
"01/18/2021","01/15/2021","Actual","BUF",43,35,37,33
"01/18/2021","01/15/2021","Actual","ELM",42,35,40,33
"01/18/2021","01/15/2021","Actual","ELZ",36,31,34,31
"01/18/2021","01/15/2021","Actual","FOK",44,24,41,23
"01/18/2021","01/15/2021","Actual","FRG",47,34,43,32
"01/18/2021","01/15/2021","Actual","GFL",37,18,33,17
"01/18/2021","01/15/2021","Actual","HPN",41,29,39,28
"01/18/2021","01/15/2021","Actual","IAG",43,33,38,33
"01/18/2021","01/15/2021","Actual","ISP",46,31,43,31
"01/18/2021","01/15/2021","Actual","ITH",41,33,38,31
"01/18/2021","01/15/2021","Actual","JFK",47,33,43,32
"01/18/2021","01/15/2021","Actual","LGA",47,38,43,36
"01/18/2021","01/15/2021","Actual","MSS",35,18,32,18
"01/18/2021","01/15/2021","Actual","MSV",33,28,33,28
"01/18/2021","01/15/2021","Actual","NYC",46,38,43,36
"01/18/2021","01/15/2021","Actual","PLB",35,20,32,19
"01/18/2021","01/15/2021","Actual","POU",42,30,38,29
"01/18/2021","01/15/2021","Actual","ROC",43,35,38,33
"01/18/2021","01/15/2021","Actual","SLK",34,24,32,24
"01/18/2021","01/15/2021","Actual","SWF",41,30,40,30
"01/18/2021","01/15/2021","Actual","SYR",41,28,36,27
"01/18/2021","01/15/2021","Actual","UCA",36,29,34,28
"01/18/2021","01/16/2021","Actual","ALB",36,30,36,30
"01/18/2021","01/16/2021","Actual","ART",40,33,37,32
"01/18/2021","01/16/2021","Actual","BGM",34,28,34,27
"01/18/2021","01/16/2021","Actual","BUF",38,32,34,28
"01/18/2021","01/16/2021","Actual","ELM",40,34,39,31
"01/18/2021","01/16/2021","Actual","ELZ",32,24,32,24
"01/18/2021","01/16/2021","Actual","FOK",49,34,48,31
"01/18/2021","01/16/2021","Actual","FRG",49,38,45,33
"01/18/2021","01/16/2021","Actual","GFL",37,32,36,32
"01/18/2021","01/16/2021","Actual","HPN",43,34,41,31
"01/18/2021","01/16/2021","Actual","IAG",37,25,34,25
"01/18/2021","01/16/2021","Actual","ISP",49,35,47,32
"01/18/2021","01/16/2021","Actual","ITH",36,32,36,29
"01/18/2021","01/16/2021","Actual","JFK",49,39,45,34
"01/18/2021","01/16/2021","Actual","LGA",48,41,44,34
"01/18/2021","01/16/2021","Actual","MSS",34,32,33,30
"01/18/2021","01/16/2021","Actual","MSV",38,29,36,28
"01/18/2021","01/16/2021","Actual","NYC",46,38,43,33
"01/18/2021","01/16/2021","Actual","PLB",35,31,33,31
"01/18/2021","01/16/2021","Actual","POU",44,35,40,32
"01/18/2021","01/16/2021","Actual","ROC",39,30,38,30
"01/18/2021","01/16/2021","Actual","SLK",34,30,33,29
"01/18/2021","01/16/2021","Actual","SWF",43,34,41,32
"01/18/2021","01/16/2021","Actual","SYR",37,33,34,31
"01/18/2021","01/16/2021","Actual","UCA",35,32,34,31
"01/18/2021","01/17/2021","Actual","ALB",35,31,33,29
"01/18/2021","01/17/2021","Actual","ART",35,30,33,27
"01/18/2021","01/17/2021","Actual","BGM",34,28,30,26
"01/18/2021","01/17/2021","Actual","BUF",39,32,35,28
"01/18/2021","01/17/2021","Actual","ELM",41,34,35,29
"01/18/2021","01/17/2021","Actual","ELZ",32,26,30,24
"01/18/2021","01/17/2021","Actual","FOK",44,34,36,30
"01/18/2021","01/17/2021","Actual","FRG",44,35,36,32
"01/18/2021","01/17/2021","Actual","GFL",37,33,33,29
"01/18/2021","01/17/2021","Actual","HPN",42,33,35,29
"01/18/2021","01/17/2021","Actual","IAG",40,31,36,28
"01/18/2021","01/17/2021","Actual","ISP",44,34,36,31
"01/18/2021","01/17/2021","Actual","ITH",36,31,32,28
"01/18/2021","01/17/2021","Actual","JFK",44,36,37,32
"01/18/2021","01/17/2021","Actual","LGA",46,38,37,32
"01/18/2021","01/17/2021","Actual","MSS",33,25,32,23
"01/18/2021","01/17/2021","Actual","MSV",35,30,31,27
"01/18/2021","01/17/2021","Actual","NYC",44,36,36,32
"01/18/2021","01/17/2021","Actual","PLB",35,27,32,24
"01/18/2021","01/17/2021","Actual","POU",42,35,35,30
"01/18/2021","01/17/2021","Actual","ROC",39,32,35,29
"01/18/2021","01/17/2021","Actual","SLK",30,24,29,23
"01/18/2021","01/17/2021","Actual","SWF",41,32,35,30
"01/18/2021","01/17/2021","Actual","SYR",38,33,34,29
"01/18/2021","01/17/2021","Actual","UCA",33,30,33,28
"01/18/2021","01/18/2021","Forecast","ALB",34,25,32,23
"01/18/2021","01/18/2021","Forecast","ART",29,18,27,17
"01/18/2021","01/18/2021","Forecast","BGM",30,26,29,25
"01/18/2021","01/18/2021","Forecast","BUF",33,30,32,29
"01/18/2021","01/18/2021","Forecast","ELM",36,31,33,28
"01/18/2021","01/18/2021","Forecast","ELZ",29,26,28,25
"01/18/2021","01/18/2021","Forecast","FOK",44,32,38,30
"01/18/2021","01/18/2021","Forecast","FRG",45,36,38,32
"01/18/2021","01/18/2021","Forecast","GFL",35,20,32,18
"01/18/2021","01/18/2021","Forecast","HPN",42,33,36,30
"01/18/2021","01/18/2021","Forecast","IAG",32,29,31,28
"01/18/2021","01/18/2021","Forecast","ISP",44,34,37,31
"01/18/2021","01/18/2021","Forecast","ITH",32,28,31,27
"01/18/2021","01/18/2021","Forecast","JFK",45,36,38,32
"01/18/2021","01/18/2021","Forecast","LGA",46,39,38,34
"01/18/2021","01/18/2021","Forecast","MSS",24,12,22,11
"01/18/2021","01/18/2021","Forecast","MSV",34,27,31,25
"01/18/2021","01/18/2021","Forecast","NYC",44,37,37,33
"01/18/2021","01/18/2021","Forecast","PLB",28,14,26,12
"01/18/2021","01/18/2021","Forecast","POU",42,31,36,28
"01/18/2021","01/18/2021","Forecast","ROC",33,28,32,27
"01/18/2021","01/18/2021","Forecast","SLK",24,10,23,9
"01/18/2021","01/18/2021","Forecast","SWF",40,30,35,28
"01/18/2021","01/18/2021","Forecast","SYR",34,28,33,26
"01/18/2021","01/18/2021","Forecast","UCA",31,23,31,22
"01/18/2021","01/19/2021","Forecast","ALB",33,23,30,22
"01/18/2021","01/19/2021","Forecast","ART",31,16,29,15
"01/18/2021","01/19/2021","Forecast","BGM",29,25,26,23
"01/18/2021","01/19/2021","Forecast","BUF",32,27,30,24
"01/18/2021","01/19/2021","Forecast","ELM",34,29,29,26
"01/18/2021","01/19/2021","Forecast","ELZ",26,23,24,21
"01/18/2021","01/19/2021","Forecast","FOK",40,27,34,27
"01/18/2021","01/19/2021","Forecast","FRG",42,31,35,29
