"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"02/05/2021 00:00",1317,1706,576,1008,1002,2011,828,330,4977,638,1538,15931
"02/05/2021 01:00",1299,1672,562,981,978,1935,813,319,4809,633,1502,15503
"02/05/2021 02:00",1292,1653,551,970,966,1888,803,318,4685,628,1487,15241
"02/05/2021 03:00",1292,1656,542,969,967,1865,802,314,4634,629,1482,15152
"02/05/2021 04:00",1311,1682,548,985,976,1890,811,319,4649,634,1504,15309
"02/05/2021 05:00",1363,1746,569,1035,1007,1974,849,332,4808,641,1556,15880
"02/05/2021 06:00",1446,1865,604,1118,1070,2109,912,349,5117,662,1645,16897
"02/05/2021 07:00",1506,1938,637,1178,1121,2230,952,370,5443,684,1718,17777
"02/05/2021 08:00",1537,1970,671,1208,1152,2315,973,386,5757,689,1732,18390
"02/05/2021 09:00",1545,1988,688,1221,1174,2366,975,392,5948,689,1753,18739
"02/05/2021 10:00",1550,1985,694,1222,1172,2381,979,398,6032,680,1768,18861
"02/05/2021 11:00",1546,1973,701,1214,1158,2374,962,397,6078,678,1781,18862
"02/05/2021 12:00",1526,1949,699,1208,1135,2350,933,394,6070,673,1785,18722
"02/05/2021 13:00",1504,1926,693,1198,1114,2297,912,387,6026,663,1796,18516
"02/05/2021 14:00",1484,1897,688,1197,1106,2285,897,380,5991,659,1781,18365
"02/05/2021 15:00",1495,1886,689,1195,1109,2309,891,378,5985,658,1760,18355
"02/05/2021 16:00",1513,1904,697,1204,1144,2390,906,384,6018,661,1773,18594
"02/05/2021 17:00",1553,1956,712,1247,1206,2561,955,405,6131,677,1819,19222
"02/05/2021 18:00",1543,1958,716,1241,1211,2589,956,415,6048,679,1838,19194
"02/05/2021 19:00",1494,1944,694,1222,1185,2516,948,402,5918,681,1821,18825
"02/05/2021 20:00",1443,1893,679,1185,1157,2445,920,388,5774,674,1811,18369
"02/05/2021 21:00",1390,1843,655,1151,1120,2343,891,376,5617,655,1766,17807
