"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"06/15/2020","06/12/2020","Actual","ALB",80,57,63,50
"06/15/2020","06/12/2020","Actual","ART",65,57,58,49
"06/15/2020","06/12/2020","Actual","BGM",70,52,58,46
"06/15/2020","06/12/2020","Actual","BUF",65,51,58,47
"06/15/2020","06/12/2020","Actual","ELM",76,48,60,47
"06/15/2020","06/12/2020","Actual","ELZ",65,47,56,44
"06/15/2020","06/12/2020","Actual","FOK",82,59,69,57
"06/15/2020","06/12/2020","Actual","FRG",84,67,68,63
"06/15/2020","06/12/2020","Actual","GFL",75,48,61,46
"06/15/2020","06/12/2020","Actual","HPN",82,65,68,58
"06/15/2020","06/12/2020","Actual","IAG",65,52,56,47
"06/15/2020","06/12/2020","Actual","ISP",83,66,69,62
"06/15/2020","06/12/2020","Actual","ITH",71,51,59,46
"06/15/2020","06/12/2020","Actual","JFK",82,64,68,62
"06/15/2020","06/12/2020","Actual","LGA",86,70,71,60
"06/15/2020","06/12/2020","Actual","MSS",68,52,58,46
"06/15/2020","06/12/2020","Actual","MSV",75,54,61,52
"06/15/2020","06/12/2020","Actual","NYC",84,69,71,59
"06/15/2020","06/12/2020","Actual","PLB",75,53,60,48
"06/15/2020","06/12/2020","Actual","POU",83,60,69,56
"06/15/2020","06/12/2020","Actual","ROC",68,52,56,46
"06/15/2020","06/12/2020","Actual","SLK",66,43,55,42
"06/15/2020","06/12/2020","Actual","SWF",81,61,67,57
"06/15/2020","06/12/2020","Actual","SYR",70,53,58,48
"06/15/2020","06/12/2020","Actual","UCA",69,52,59,47
"06/15/2020","06/13/2020","Actual","ALB",64,49,51,45
"06/15/2020","06/13/2020","Actual","ART",59,44,49,41
"06/15/2020","06/13/2020","Actual","BGM",59,44,47,41
"06/15/2020","06/13/2020","Actual","BUF",62,45,48,43
"06/15/2020","06/13/2020","Actual","ELM",65,42,51,39
"06/15/2020","06/13/2020","Actual","ELZ",61,40,48,38
"06/15/2020","06/13/2020","Actual","FOK",72,59,59,50
