Load,Time Stamp
1039.3,2020-05-29 00:00:00
990.6,2020-05-29 01:00:00
955.8,2020-05-29 02:00:00
934.6,2020-05-29 03:00:00
934.0,2020-05-29 04:00:00
960.4,2020-05-29 05:00:00
1015.5,2020-05-29 06:00:00
1086.9,2020-05-29 07:00:00
1155.7,2020-05-29 08:00:00
1229.6,2020-05-29 09:00:00
1294.3,2020-05-29 10:00:00
1348.1,2020-05-29 11:00:00
1400.7,2020-05-29 12:00:00
1405.5,2020-05-29 13:00:00
1371.9,2020-05-29 14:00:00
1300.8,2020-05-29 15:00:00
1264.1,2020-05-29 16:00:00
1265.3,2020-05-29 17:00:00
1235.5,2020-05-29 18:00:00
1171.1,2020-05-29 19:00:00
1145.3,2020-05-29 20:00:00
1119.9,2020-05-29 21:00:00
1049.7,2020-05-29 22:00:00
967.2,2020-05-29 23:00:00
