Load,Time Stamp
896.9,2020-01-12 00:00:00
871.8,2020-01-12 01:00:00
854.7,2020-01-12 02:00:00
846.7,2020-01-12 03:00:00
846.4,2020-01-12 04:00:00
867.1,2020-01-12 05:00:00
908.0,2020-01-12 06:00:00
947.4,2020-01-12 07:00:00
979.3,2020-01-12 08:00:00
1026.6,2020-01-12 09:00:00
1079.9,2020-01-12 10:00:00
1118.0,2020-01-12 11:00:00
1131.6,2020-01-12 12:00:00
1138.9,2020-01-12 13:00:00
1142.1,2020-01-12 14:00:00
1153.6,2020-01-12 15:00:00
1194.4,2020-01-12 16:00:00
1247.8,2020-01-12 17:00:00
1233.9,2020-01-12 18:00:00
1211.9,2020-01-12 19:00:00
1176.2,2020-01-12 20:00:00
1121.5,2020-01-12 21:00:00
1053.8,2020-01-12 22:00:00
1003.7,2020-01-12 23:00:00
