"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"12/06/2020","12/03/2020","Actual","ALB",43,25,37,24
"12/06/2020","12/03/2020","Actual","ART",42,34,38,32
"12/06/2020","12/03/2020","Actual","BGM",41,26,33,24
"12/06/2020","12/03/2020","Actual","BUF",45,37,37,32
"12/06/2020","12/03/2020","Actual","ELM",50,27,37,25
"12/06/2020","12/03/2020","Actual","ELZ",40,25,31,24
"12/06/2020","12/03/2020","Actual","FOK",49,25,41,23
"12/06/2020","12/03/2020","Actual","FRG",49,34,41,30
"12/06/2020","12/03/2020","Actual","GFL",43,27,36,25
"12/06/2020","12/03/2020","Actual","HPN",48,32,37,29
"12/06/2020","12/03/2020","Actual","IAG",43,36,38,32
"12/06/2020","12/03/2020","Actual","ISP",49,30,40,28
"12/06/2020","12/03/2020","Actual","ITH",44,28,34,26
"12/06/2020","12/03/2020","Actual","JFK",49,35,40,32
"12/06/2020","12/03/2020","Actual","LGA",51,38,39,33
"12/06/2020","12/03/2020","Actual","MSS",42,26,38,24
"12/06/2020","12/03/2020","Actual","MSV",45,24,35,23
"12/06/2020","12/03/2020","Actual","NYC",49,35,38,31
"12/06/2020","12/03/2020","Actual","PLB",44,29,38,26
"12/06/2020","12/03/2020","Actual","POU",49,27,39,26
"12/06/2020","12/03/2020","Actual","ROC",46,32,38,29
"12/06/2020","12/03/2020","Actual","SLK",36,22,32,21
"12/06/2020","12/03/2020","Actual","SWF",46,30,38,28
"12/06/2020","12/03/2020","Actual","SYR",46,31,38,28
"12/06/2020","12/03/2020","Actual","UCA",44,30,36,28
"12/06/2020","12/04/2020","Actual","ALB",47,36,39,31
"12/06/2020","12/04/2020","Actual","ART",42,36,38,35
"12/06/2020","12/04/2020","Actual","BGM",46,37,37,30
"12/06/2020","12/04/2020","Actual","BUF",44,37,40,34
"12/06/2020","12/04/2020","Actual","ELM",52,41,42,32
"12/06/2020","12/04/2020","Actual","ELZ",42,32,37,27
"12/06/2020","12/04/2020","Actual","FOK",53,45,49,41
"12/06/2020","12/04/2020","Actual","FRG",53,46,46,40
"12/06/2020","12/04/2020","Actual","GFL",45,27,40,25
"12/06/2020","12/04/2020","Actual","HPN",50,42,42,37
"12/06/2020","12/04/2020","Actual","IAG",43,36,40,35
"12/06/2020","12/04/2020","Actual","ISP",53,45,46,40
"12/06/2020","12/04/2020","Actual","ITH",46,38,39,31
"12/06/2020","12/04/2020","Actual","JFK",51,45,45,40
"12/06/2020","12/04/2020","Actual","LGA",53,47,44,40
"12/06/2020","12/04/2020","Actual","MSS",39,35,36,34
"12/06/2020","12/04/2020","Actual","MSV",53,36,41,29
"12/06/2020","12/04/2020","Actual","NYC",52,44,44,39
"12/06/2020","12/04/2020","Actual","PLB",42,34,37,31
"12/06/2020","12/04/2020","Actual","POU",55,34,44,31
"12/06/2020","12/04/2020","Actual","ROC",44,36,39,32
"12/06/2020","12/04/2020","Actual","SLK",35,32,33,28
"12/06/2020","12/04/2020","Actual","SWF",55,41,43,34
"12/06/2020","12/04/2020","Actual","SYR",47,40,41,33
"12/06/2020","12/04/2020","Actual","UCA",43,36,39,31
"12/06/2020","12/05/2020","Actual","ALB",38,32,37,30
"12/06/2020","12/05/2020","Actual","ART",37,27,36,25
"12/06/2020","12/05/2020","Actual","BGM",39,30,35,28
"12/06/2020","12/05/2020","Actual","BUF",38,29,36,26
"12/06/2020","12/05/2020","Actual","ELM",42,34,38,31
"12/06/2020","12/05/2020","Actual","ELZ",35,26,34,25
"12/06/2020","12/05/2020","Actual","FOK",47,38,46,33
"12/06/2020","12/05/2020","Actual","FRG",47,39,45,34
"12/06/2020","12/05/2020","Actual","GFL",39,34,38,31
"12/06/2020","12/05/2020","Actual","HPN",43,37,43,32
"12/06/2020","12/05/2020","Actual","IAG",36,27,34,25
"12/06/2020","12/05/2020","Actual","ISP",46,38,46,34
"12/06/2020","12/05/2020","Actual","ITH",39,29,36,29
"12/06/2020","12/05/2020","Actual","JFK",46,39,44,33
"12/06/2020","12/05/2020","Actual","LGA",48,42,45,35
"12/06/2020","12/05/2020","Actual","MSS",37,26,35,24
"12/06/2020","12/05/2020","Actual","MSV",40,31,37,28
"12/06/2020","12/05/2020","Actual","NYC",47,39,45,34
"12/06/2020","12/05/2020","Actual","PLB",36,29,36,26
"12/06/2020","12/05/2020","Actual","POU",44,38,43,33
"12/06/2020","12/05/2020","Actual","ROC",37,30,36,28
"12/06/2020","12/05/2020","Actual","SLK",33,24,33,23
"12/06/2020","12/05/2020","Actual","SWF",43,36,42,32
"12/06/2020","12/05/2020","Actual","SYR",40,31,38,29
"12/06/2020","12/05/2020","Actual","UCA",37,30,37,29
"12/06/2020","12/06/2020","Forecast","ALB",32,24,30,22
"12/06/2020","12/06/2020","Forecast","ART",31,25,27,23
"12/06/2020","12/06/2020","Forecast","BGM",28,24,27,22
"12/06/2020","12/06/2020","Forecast","BUF",32,28,28,25
"12/06/2020","12/06/2020","Forecast","ELM",34,25,31,23
"12/06/2020","12/06/2020","Forecast","ELZ",26,21,25,20
"12/06/2020","12/06/2020","Forecast","FOK",43,27,35,26
"12/06/2020","12/06/2020","Forecast","FRG",42,32,35,28
"12/06/2020","12/06/2020","Forecast","GFL",35,24,31,22
"12/06/2020","12/06/2020","Forecast","HPN",39,30,32,27
"12/06/2020","12/06/2020","Forecast","IAG",32,27,28,25
"12/06/2020","12/06/2020","Forecast","ISP",42,30,35,28
"12/06/2020","12/06/2020","Forecast","ITH",29,25,28,23
"12/06/2020","12/06/2020","Forecast","JFK",42,32,35,28
"12/06/2020","12/06/2020","Forecast","LGA",42,36,35,31
"12/06/2020","12/06/2020","Forecast","MSS",30,23,26,21
"12/06/2020","12/06/2020","Forecast","MSV",32,24,30,22
"12/06/2020","12/06/2020","Forecast","NYC",40,35,34,30
"12/06/2020","12/06/2020","Forecast","PLB",31,25,27,22
"12/06/2020","12/06/2020","Forecast","POU",39,26,32,24
"12/06/2020","12/06/2020","Forecast","ROC",31,28,28,26
"12/06/2020","12/06/2020","Forecast","SLK",23,17,22,16
"12/06/2020","12/06/2020","Forecast","SWF",38,29,32,26
"12/06/2020","12/06/2020","Forecast","SYR",32,29,29,27
"12/06/2020","12/06/2020","Forecast","UCA",30,25,27,23
"12/06/2020","12/07/2020","Forecast","ALB",30,22,26,21
"12/06/2020","12/07/2020","Forecast","ART",28,22,24,20
"12/06/2020","12/07/2020","Forecast","BGM",27,25,24,23
"12/06/2020","12/07/2020","Forecast","BUF",31,28,27,26
