Load,Time Stamp
648.2,2018-09-01 00:00:00
610.1,2018-09-01 01:00:00
590.2,2018-09-01 02:00:00
573.6,2018-09-01 03:00:00
566.0,2018-09-01 04:00:00
573.8,2018-09-01 05:00:00
586.2,2018-09-01 06:00:00
610.8,2018-09-01 07:00:00
654.1,2018-09-01 08:00:00
691.7,2018-09-01 09:00:00
714.4,2018-09-01 10:00:00
730.7,2018-09-01 11:00:00
741.9,2018-09-01 12:00:00
752.3,2018-09-01 13:00:00
766.0,2018-09-01 14:00:00
785.8,2018-09-01 15:00:00
805.0,2018-09-01 16:00:00
803.0,2018-09-01 17:00:00
786.6,2018-09-01 18:00:00
786.7,2018-09-01 19:00:00
787.6,2018-09-01 20:00:00
759.6,2018-09-01 21:00:00
718.3,2018-09-01 22:00:00
671.5,2018-09-01 23:00:00
