Load,Time Stamp
566.7,2019-11-09 00:00:00
564.8,2019-11-09 01:00:00
561.9,2019-11-09 02:00:00
559.9,2019-11-09 03:00:00
562.2,2019-11-09 04:00:00
569.4,2019-11-09 05:00:00
582.5,2019-11-09 06:00:00
590.7,2019-11-09 07:00:00
597.1,2019-11-09 08:00:00
603.7,2019-11-09 09:00:00
601.7,2019-11-09 10:00:00
591.1,2019-11-09 11:00:00
582.6,2019-11-09 12:00:00
576.5,2019-11-09 13:00:00
580.5,2019-11-09 14:00:00
582.0,2019-11-09 15:00:00
593.1,2019-11-09 16:00:00
603.1,2019-11-09 17:00:00
599.7,2019-11-09 18:00:00
593.7,2019-11-09 19:00:00
587.6,2019-11-09 20:00:00
575.0,2019-11-09 21:00:00
562.6,2019-11-09 22:00:00
551.4,2019-11-09 23:00:00
