Load,Time Stamp
1139.7817,2020-11-23 00:00:00
1111.0061,2020-11-23 01:00:00
1101.4033,2020-11-23 02:00:00
1101.7856,2020-11-23 03:00:00
1121.1366,2020-11-23 04:00:00
1180.1329,2020-11-23 05:00:00
1289.6473,2020-11-23 06:00:00
1385.654,2020-11-23 07:00:00
1442.625,2020-11-23 08:00:00
1480.3494,2020-11-23 09:00:00
1485.3336,2020-11-23 10:00:00
1462.1316,2020-11-23 11:00:00
1434.8693,2020-11-23 12:00:00
1428.0791,2020-11-23 13:00:00
1434.5659,2020-11-23 14:00:00
1461.4385,2020-11-23 15:00:00
1538.7620000000002,2020-11-23 16:00:00
1605.3685,2020-11-23 17:00:00
1579.8674,2020-11-23 18:00:00
1536.5754,2020-11-23 19:00:00
1495.7474,2020-11-23 20:00:00
1420.8138,2020-11-23 21:00:00
1341.6572,2020-11-23 22:00:00
1263.8064,2020-11-23 23:00:00
