Load,Time Stamp
935.7,2020-04-05 00:00:00
907.1,2020-04-05 01:00:00
892.1,2020-04-05 02:00:00
883.1,2020-04-05 03:00:00
888.4,2020-04-05 04:00:00
912.5,2020-04-05 05:00:00
936.0,2020-04-05 06:00:00
963.8,2020-04-05 07:00:00
1009.9,2020-04-05 08:00:00
1052.8,2020-04-05 09:00:00
1072.0,2020-04-05 10:00:00
1066.4,2020-04-05 11:00:00
1093.2,2020-04-05 12:00:00
1113.7,2020-04-05 13:00:00
1094.5,2020-04-05 14:00:00
1092.0,2020-04-05 15:00:00
1128.1,2020-04-05 16:00:00
1141.7,2020-04-05 17:00:00
1160.2,2020-04-05 18:00:00
1193.0,2020-04-05 19:00:00
1194.2,2020-04-05 20:00:00
1128.6,2020-04-05 21:00:00
1052.5,2020-04-05 22:00:00
999.5,2020-04-05 23:00:00
